step,depth,learning_rate,iterations,l2_leaf_reg,MAE,RMSE,MAPE,R2,Precision@5,Recall@5,NDCG@5,Precision@10,Recall@10,NDCG@10,Precision@20,Recall@20,NDCG@20
46,7,0.05,800,10.0,3090.913043478261,4530.8259108889415,168.79221120012653,0.7415750355256296,1.0,0.35714285714285715,0.9879019568203272,0.9,0.6428571428571429,0.9596117346916396,0.55,0.7857142857142857,0.9040826044731207
47,5,0.1,450,1.5,3395.0978260869565,4592.676591241661,187.36138963058463,0.7344713162455974,1.0,0.35714285714285715,0.9979658789064407,0.8,0.5714285714285714,0.9113244335745369,0.55,0.7857142857142857,0.8897220993404688
48,4,0.02,450,6.0,3127.7934782608695,4387.330679254806,221.4770266423937,0.757684914492388,1.0,0.35714285714285715,0.991740114933199,0.9,0.6428571428571429,0.963457377499857,0.55,0.7857142857142857,0.9091721849648858
49,6,0.05,350,3.0,3409.1195652173915,4658.307048096746,195.9094032432057,0.7268281544246793,1.0,0.35714285714285715,0.9905284365423528,0.9,0.6428571428571429,0.9615312461122983,0.55,0.7857142857142857,0.8961563254877842
50,5,0.02,800,2.0,3462.891304347826,4718.943512012537,193.82906566625917,0.7196701971504551,1.0,0.35714285714285715,0.9860581469375251,0.9,0.6428571428571429,0.9623439800262725,0.55,0.7857142857142857,0.8954085562535576
51,8,0.05,350,6.0,3402.978260869565,4646.55748213477,197.70567225502054,0.7282044496163805,1.0,0.35714285714285715,0.9785158100729645,0.9,0.6428571428571429,0.9439270768831798,0.6,0.8571428571428571,0.9140964069666004
52,8,0.05,800,2.0,3336.5760869565215,4786.4713391427285,172.21793843202636,0.7115897840223218,1.0,0.35714285714285715,0.9650713412711815,0.9,0.6428571428571429,0.9329143315710386,0.55,0.7857142857142857,0.8659714248331759
53,7,0.02,650,1.5,3185.1304347826085,4488.6627354005905,171.02113289648247,0.7463623829115219,1.0,0.35714285714285715,0.9790222167841369,0.9,0.6428571428571429,0.9577903194858364,0.55,0.7857142857142857,0.8803848679650808
54,8,0.04,650,2.0,3283.6304347826085,4463.839972977058,202.4024600447751,0.749159909906874,1.0,0.35714285714285715,0.9655087187445468,0.9,0.6428571428571429,0.9569573304856999,0.6,0.8571428571428571,0.9127916702400533
55,7,0.08,650,5.0,3361.2608695652175,4622.838423193755,200.60029201532384,0.7309722107107575,1.0,0.35714285714285715,0.9255517703641793,0.9,0.6428571428571429,0.9442749421335788,0.6,0.8571428571428571,0.8890970368979746
56,7,0.04,500,10.0,3456.4347826086955,4659.7936859535075,217.49998898881475,0.726653768148803,1.0,0.35714285714285715,0.9725752896136757,0.9,0.6428571428571429,0.9593511339330946,0.55,0.7857142857142857,0.888423410402993
57,7,0.03,250,10.0,3344.858695652174,4500.137738230184,215.87676240684564,0.7450639059276032,1.0,0.35714285714285715,0.9785158100729645,0.9,0.6428571428571429,0.9595741220921649,0.5,0.7142857142857143,0.8735097868229629
58,8,0.08,450,12.0,3128.0434782608695,4654.457073835134,183.1565089175818,0.7272795072272513,1.0,0.35714285714285715,0.9632504220398379,0.9,0.6428571428571429,0.9477555068748177,0.55,0.7857142857142857,0.8843760650119982
59,4,0.08,350,2.0,3213.1847826086955,4550.8223993987685,190.62196798536522,0.7392889202167757,1.0,0.35714285714285715,0.9979658789064407,0.9,0.6428571428571429,0.9632077952545692,0.5,0.7142857142857143,0.8912894683838435
60,6,0.08,800,6.0,2895.1847826086955,4296.564538902741,167.2815185328584,0.7676073470823056,1.0,0.35714285714285715,0.9595519100930902,0.9,0.6428571428571429,0.9572893863873914,0.6,0.8571428571428571,0.9050104255301717
61,7,0.08,650,1.5,3370.4239130434785,4729.565989142363,196.37755397876853,0.7184067158372731,1.0,0.35714285714285715,0.8810892893915205,0.9,0.6428571428571429,0.9361539536891889,0.55,0.7857142857142857,0.8699256726267905
62,4,0.02,350,12.0,3390.0434782608695,4465.296311799914,245.82391393450862,0.7489962088086768,1.0,0.35714285714285715,0.9879019568203272,0.9,0.6428571428571429,0.9607281768134841,0.5,0.7142857142857143,0.8761000435608508
63,6,0.05,450,5.0,3381.0108695652175,4639.713272390871,189.4364200201086,0.7290045497933729,1.0,0.35714285714285715,0.9517433336304643,0.9,0.6428571428571429,0.9194311404461345,0.6,0.8571428571428571,0.9085838648246675
64,4,0.02,500,10.0,3859.8695652173915,4970.304209480805,279.27396524738526,0.6890105504164191,1.0,0.35714285714285715,0.9835922217891967,0.9,0.6428571428571429,0.9450048244748102,0.5,0.7142857142857143,0.876193670612837
65,6,0.08,450,2.0,3011.358695652174,4414.07676225091,176.46712803812576,0.7547215025389383,1.0,0.35714285714285715,0.9675289785116432,0.9,0.6428571428571429,0.9502907920840055,0.55,0.7857142857142857,0.8679498607444464
66,6,0.08,450,12.0,3317.6195652173915,4665.676933736411,197.03962724409143,0.7259631028881506,1.0,0.35714285714285715,0.9715645365624784,0.9,0.6428571428571429,0.9594333347669093,0.5,0.7142857142857143,0.8840370332392682
67,7,0.02,500,3.0,3232.478260869565,4411.471754809075,199.27417232869095,0.755010923771899,1.0,0.35714285714285715,0.9790222167841369,0.9,0.6428571428571429,0.9579058207962705,0.55,0.7857142857142857,0.8988290307671064
68,5,0.03,250,2.0,3367.1195652173915,4441.722094305707,207.55074029319982,0.751639526423232,1.0,0.35714285714285715,0.9816442051974019,1.0,0.7142857142857143,0.9682458039086036,0.5,0.7142857142857143,0.8853063423015484
69,8,0.08,350,1.5,3440.8478260869565,4731.173390626675,205.24973215757674,0.7182152773921748,1.0,0.35714285714285715,0.9632504220398379,0.9,0.6428571428571429,0.932626577419846,0.6,0.8571428571428571,0.8877027281090033
70,4,0.02,500,6.0,3429.391304347826,4619.530857979637,233.02508812403374,0.731357042949198,1.0,0.35714285714285715,0.9954999537581123,0.9,0.6428571428571429,0.9652504459556592,0.5,0.7142857142857143,0.8813683152709829
71,4,0.02,800,12.0,3421.717391304348,4497.9178806276095,217.99953908510844,0.745315357006963,1.0,0.35714285714285715,0.9879019568203272,0.9,0.6428571428571429,0.9451424676833123,0.5,0.7142857142857143,0.8728851863559071
72,4,0.02,250,2.0,3463.5108695652175,4549.633858894582,224.49584384465683,0.7394250825132295,1.0,0.35714285714285715,0.9879019568203272,0.9,0.6428571428571429,0.9596117346916396,0.55,0.7857142857142857,0.9001726006930855
73,8,0.04,350,3.0,3380.6304347826085,4690.750456784723,189.06114851293367,0.7230098194744055,1.0,0.35714285714285715,0.9678204270448977,0.9,0.6428571428571429,0.9483111342235258,0.55,0.7857142857142857,0.8869908731103204
74,8,0.03,500,5.0,3372.7391304347825,4601.621349424381,199.4763993053285,0.7334360146310037,1.0,0.35714285714285715,0.9396244136120901,0.9,0.6428571428571429,0.943119533172838,0.6,0.8571428571428571,0.881397411836969
75,6,0.04,350,1.5,3103.054347826087,4385.586058451819,182.75100875600864,0.7578775892265964,1.0,0.35714285714285715,0.9805292281957346,0.9,0.6428571428571429,0.9514093846908261,0.55,0.7857142857142857,0.8953580606334938
76,8,0.05,250,12.0,3607.782608695652,4816.517933113091,209.05629598824925,0.7079574865688925,1.0,0.35714285714285715,0.9398055128166408,0.9,0.6428571428571429,0.9309838321847984,0.55,0.7857142857142857,0.8507633499057805
77,7,0.03,450,6.0,3007.2608695652175,4190.3694840721955,164.7837702461339,0.778953139507777,1.0,0.35714285714285715,0.9689380568404529,0.9,0.6428571428571429,0.9586099683095679,0.6,0.8571428571428571,0.931085096664001
78,6,0.03,350,12.0,3500.1521739130435,4740.120182846221,217.6388280965394,0.717148542836182,1.0,0.35714285714285715,0.9835922217891967,0.9,0.6428571428571429,0.9600834638834608,0.5,0.7142857142857143,0.8773558417894807
79,7,0.08,800,5.0,3202.445652173913,4523.379807227642,194.20912719922512,0.7424237451947373,1.0,0.35714285714285715,0.9689380568404529,0.9,0.6428571428571429,0.9586099683095679,0.55,0.7857142857142857,0.90366704581937
80,4,0.1,250,12.0,3408.967391304348,4691.685442725062,231.00721810893407,0.7228993860852777,1.0,0.35714285714285715,0.9706279321643437,0.9,0.6428571428571429,0.960064249500233,0.5,0.7142857142857143,0.8840068690227186
81,4,0.08,450,1.5,3154.9021739130435,4546.719965607314,179.49799607485164,0.7397587552336711,1.0,0.35714285714285715,0.9646016786298508,0.8,0.5714285714285714,0.9333796070048483,0.55,0.7857142857142857,0.8985777830188038
82,8,0.06,800,5.0,3668.282608695652,5106.88734008768,204.35074113423616,0.671683833060017,1.0,0.35714285714285715,0.948676672435622,0.9,0.6428571428571429,0.936051880884609,0.6,0.8571428571428571,0.8967629699927803
83,7,0.02,800,1.5,3168.945652173913,4574.184205003592,177.41023865121855,0.736605310797559,1.0,0.35714285714285715,0.9645286064090903,0.9,0.6428571428571429,0.9585084238715961,0.55,0.7857142857142857,0.8799333099460307
84,6,0.06,800,5.0,3160.336956521739,4419.261984667851,190.01294531936236,0.7541449060552478,1.0,0.35714285714285715,0.9860581469375251,0.9,0.6428571428571429,0.9623439800262725,0.65,0.9285714285714286,0.9398888455912924
85,4,0.08,250,1.5,3132.6195652173915,4487.748158331603,183.56522000407276,0.7464657310709729,1.0,0.35714285714285715,0.9824765742375269,0.9,0.6428571428571429,0.9595445687952457,0.6,0.8571428571428571,0.927267202998266
86,5,0.04,650,2.0,3048.967391304348,4440.026433284026,177.83007281876803,0.7518291172079146,1.0,0.35714285714285715,0.9959486400249126,0.9,0.6428571428571429,0.9615189874831397,0.5,0.7142857142857143,0.8905159026251298
87,5,0.05,800,10.0,3379.086956521739,4433.4302304982375,207.0051093484159,0.7525659459281272,1.0,0.35714285714285715,0.9646016786298508,0.9,0.6428571428571429,0.9557791588919438,0.55,0.7857142857142857,0.9048755696939959
88,5,0.04,450,10.0,3338.8804347826085,4415.678744172761,198.799448050957,0.7545434344887301,1.0,0.35714285714285715,0.9824765742375269,1.0,0.7142857142857143,0.9667514719513008,0.55,0.7857142857142857,0.8987086368061279
89,8,0.04,500,10.0,3311.6521739130435,4633.716313021894,198.01818509419343,0.7297046354812622,1.0,0.35714285714285715,0.9785158100729645,0.9,0.6428571428571429,0.9593214612512142,0.55,0.7857142857142857,0.888896844854115
90,8,0.02,350,12.0,3474.663043478261,4520.041711764058,240.25124980126867,0.7428037693837306,1.0,0.35714285714285715,0.9816442051974019,1.0,0.7142857142857143,0.9687528736301247,0.55,0.7857142857142857,0.9096732706861053
91,4,0.06,350,6.0,3256.086956521739,4435.07246644389,210.87270441980584,0.7523826024058263,1.0,0.35714285714285715,0.9979658789064407,0.9,0.6428571428571429,0.9482223620368866,0.55,0.7857142857142857,0.9111789365843791
92,8,0.06,350,5.0,3211.467391304348,4554.135501172915,185.13967907713564,0.738909174894103,1.0,0.35714285714285715,0.960361677643669,0.9,0.6428571428571429,0.9305724767400589,0.6,0.8571428571428571,0.9139383834750618
93,8,0.02,350,6.0,3223.608695652174,4369.866667949055,200.82249176129588,0.7596101721300408,1.0,0.35714285714285715,0.9816442051974019,0.9,0.6428571428571429,0.961266271296142,0.55,0.7857142857142857,0.9006527753780634
94,7,0.02,250,1.5,2919.0760869565215,4095.98822683218,182.05178578282457,0.7887984439403806,1.0,0.35714285714285715,0.9824765742375269,0.9,0.6428571428571429,0.9597972296361964,0.55,0.7857142857142857,0.9077496529345569
95,4,0.08,450,12.0,3440.728260869565,4612.653516945675,214.18552486178862,0.7321563336202274,1.0,0.35714285714285715,0.9963010229400336,0.9,0.6428571428571429,0.9465314624905876,0.55,0.7857142857142857,0.9016328890484091
96,6,0.08,500,10.0,3129.25,4519.46904466135,163.47443017167163,0.7428689362557571,1.0,0.35714285714285715,0.9706279321643437,0.9,0.6428571428571429,0.9599995384548227,0.55,0.7857142857142857,0.8771129599107353
97,6,0.06,450,10.0,3732.5434782608695,4813.843847379818,238.20730379592288,0.7082816750977668,1.0,0.35714285714285715,0.9905284365423528,0.9,0.6428571428571429,0.9614793467204557,0.55,0.7857142857142857,0.899280781553714
98,4,0.02,450,2.0,3335.7391304347825,4383.468407848823,206.56641636970875,0.7581113581560965,1.0,0.35714285714285715,0.9645286064090903,0.9,0.6428571428571429,0.9569739028347622,0.55,0.7857142857142857,0.9067978824191825
99,6,0.04,800,6.0,3380.0108695652175,4584.784636495315,206.5651441829557,0.7353830895216609,1.0,0.35714285714285715,0.9860581469375251,0.9,0.6428571428571429,0.9467582708961008,0.6,0.8571428571428571,0.9240491639097589
100,7,0.06,250,10.0,3600.4239130434785,4667.978979172893,206.74945983660686,0.7256926165141593,1.0,0.35714285714285715,0.9627440153286655,1.0,0.7142857142857143,0.9544213184780421,0.55,0.7857142857142857,0.8847702238699219
