지점,지점명,일시,평균기온(°C),일강수량(mm)
108,서울,2017-11-27,2.5,
108,서울,2017-11-28,6.4,.5
108,서울,2017-11-29,3.2,0
108,서울,2017-11-30,-2.4,
108,서울,2017-12-01,-2.2,0
108,서울,2017-12-02,1.9,
108,서울,2017-12-03,4.9,4
108,서울,2017-12-04,-1.2,.1
108,서울,2017-12-05,-4.2,.1
108,서울,2017-12-06,.2,1.2
108,서울,2017-12-07,.7,
108,서울,2017-12-08,-3.8,
108,서울,2017-12-09,-.5,
108,서울,2017-12-10,1.1,4.1
108,서울,2017-12-11,-7,
108,서울,2017-12-12,-9.4,
108,서울,2017-12-13,-8.7,
108,서울,2017-12-14,-6.6,
108,서울,2017-12-15,-3,0
108,서울,2017-12-16,-5.7,
108,서울,2017-12-17,-6.7,
108,서울,2017-12-18,-1.6,3.4
108,서울,2017-12-19,-3.9,
108,서울,2017-12-20,-3.9,.2
108,서울,2017-12-21,-.9,
108,서울,2017-12-22,3.4,
108,서울,2017-12-23,6.1,
108,서울,2017-12-24,2.9,20
108,서울,2017-12-25,-2.1,
108,서울,2017-12-26,-3.8,
108,서울,2017-12-27,-6.9,
108,서울,2017-12-28,-2.1,0
108,서울,2017-12-29,2.1,0
108,서울,2017-12-30,1.4,.7
108,서울,2017-12-31,-.3,1
