지점,지점명,일시,평균기온(°C),일강수량(mm)
108,서울,2015-05-30,19.8,0.4
108,서울,2015-05-31,22.1,
108,서울,2015-06-01,21.7,
108,서울,2015-06-02,23.1,
108,서울,2015-06-03,23.3,
108,서울,2015-06-04,24.2,
108,서울,2015-06-05,19.1,1
108,서울,2015-06-06,22.4,
108,서울,2015-06-07,23.4,
108,서울,2015-06-08,22.4,
108,서울,2015-06-09,22.2,
108,서울,2015-06-10,25.3,
108,서울,2015-06-11,24.6,7.5
108,서울,2015-06-12,23.6,0.5
108,서울,2015-06-13,24.7,0.5
108,서울,2015-06-14,22.8,15.5
108,서울,2015-06-15,24.2,
108,서울,2015-06-16,25,
108,서울,2015-06-17,23.4,9.5
108,서울,2015-06-18,24.8,3
108,서울,2015-06-19,24.5,
108,서울,2015-06-20,19.6,44.5
108,서울,2015-06-21,22.4,
108,서울,2015-06-22,24,
108,서울,2015-06-23,24.7,
108,서울,2015-06-24,25.7,
108,서울,2015-06-25,24.8,2
108,서울,2015-06-26,21,12.5
108,서울,2015-06-27,25.2,
108,서울,2015-06-28,25.4,
108,서울,2015-06-29,25.7,0
108,서울,2015-06-30,24.4,2.5
108,서울,2015-07-01,23.7,0.5
108,서울,2015-07-02,23.7,
108,서울,2015-07-03,23.3,
108,서울,2015-07-04,24.1,
108,서울,2015-07-05,24.2,
108,서울,2015-07-06,25.3,
108,서울,2015-07-07,25.6,
108,서울,2015-07-08,23.4,0.5
108,서울,2015-07-09,26.5,
108,서울,2015-07-10,29.2,
108,서울,2015-07-11,30.4,0
108,서울,2015-07-12,24.8,29
108,서울,2015-07-13,23.1,10
108,서울,2015-07-14,26.1,
108,서울,2015-07-15,27.9,
108,서울,2015-07-16,24.7,
108,서울,2015-07-17,23.6,
108,서울,2015-07-18,24.3,0.5
108,서울,2015-07-19,25.1,5
108,서울,2015-07-20,27.5,
108,서울,2015-07-21,27,11
108,서울,2015-07-22,27.7,1
108,서울,2015-07-23,26.9,16
108,서울,2015-07-24,24.7,26.5
108,서울,2015-07-25,25,80
108,서울,2015-07-26,26,40.5
108,서울,2015-07-27,26.2,1.5
108,서울,2015-07-28,27.7,0
108,서울,2015-07-29,26.7,4
108,서울,2015-07-30,28.6,
108,서울,2015-07-31,27.9,
108,서울,2015-08-01,28.2,
108,서울,2015-08-02,26.5,16.5
108,서울,2015-08-03,27.9,0
108,서울,2015-08-04,27.5,
108,서울,2015-08-05,28.6,0.1
108,서울,2015-08-06,29.3,
108,서울,2015-08-07,28.9,11
108,서울,2015-08-08,26.6,7.5
108,서울,2015-08-09,26.7,
108,서울,2015-08-10,27,
108,서울,2015-08-11,26.8,
108,서울,2015-08-12,27.3,
108,서울,2015-08-13,26.5,0
108,서울,2015-08-14,26.9,
108,서울,2015-08-15,27.1,0.1
108,서울,2015-08-16,25.8,29
108,서울,2015-08-17,26.6,
108,서울,2015-08-18,27.9,
108,서울,2015-08-19,26.8,0
108,서울,2015-08-20,25.4,0.4
108,서울,2015-08-21,25.2,2.5
108,서울,2015-08-22,25.5,0
108,서울,2015-08-23,26.3,
108,서울,2015-08-24,26.3,
108,서울,2015-08-25,21.7,5.5
108,서울,2015-08-26,21.9,0
108,서울,2015-08-27,24.7,0
108,서울,2015-08-28,23.2,0.3
108,서울,2015-08-29,24.4,
108,서울,2015-08-30,24.9,0
108,서울,2015-08-31,25.9,
108,서울,2015-09-01,25.9,
108,서울,2015-09-02,23.9,0.5
108,서울,2015-09-03,23.9,18
108,서울,2015-09-04,24.8,
108,서울,2015-09-05,21.9,5
108,서울,2015-09-06,22.2,
108,서울,2015-09-07,22.6,
108,서울,2015-09-08,22.7,
108,서울,2015-09-09,22.4,
108,서울,2015-09-10,22.4,
108,서울,2015-09-11,21,2.5
108,서울,2015-09-12,19.2,
108,서울,2015-09-13,20.2,
108,서울,2015-09-14,22.1,
108,서울,2015-09-15,22.8,
108,서울,2015-09-16,21.6,
108,서울,2015-09-17,21.4,
108,서울,2015-09-18,21.9,
108,서울,2015-09-19,22.3,
108,서울,2015-09-20,22.1,
108,서울,2015-09-21,22.6,
108,서울,2015-09-22,23.9,
108,서울,2015-09-23,22,
108,서울,2015-09-24,23.4,
108,서울,2015-09-25,23.4,
108,서울,2015-09-26,22.4,
108,서울,2015-09-27,21.9,
108,서울,2015-09-28,21.4,0
108,서울,2015-09-29,22.1,
108,서울,2015-09-30,21.3,
108,서울,2015-10-01,16.3,35
108,서울,2015-10-02,16.5,
108,서울,2015-10-03,19.2,
108,서울,2015-10-04,16.6,
108,서울,2015-10-05,18,
108,서울,2015-10-06,18.7,
108,서울,2015-10-07,19.6,
108,서울,2015-10-08,20.1,
108,서울,2015-10-09,16.2,
108,서울,2015-10-10,12.8,3.5
108,서울,2015-10-11,10.8,3.5
108,서울,2015-10-12,12.3,
108,서울,2015-10-13,15,
108,서울,2015-10-14,17.1,
108,서울,2015-10-15,17.9,
108,서울,2015-10-16,17.5,
108,서울,2015-10-17,18.7,
108,서울,2015-10-18,17.9,
108,서울,2015-10-19,18.1,
108,서울,2015-10-20,18.8,
108,서울,2015-10-21,17.9,
108,서울,2015-10-22,17.5,
108,서울,2015-10-23,17.5,
108,서울,2015-10-24,16.9,10.5
108,서울,2015-10-25,16.3,
108,서울,2015-10-26,15,2
108,서울,2015-10-27,12.1,26.5
108,서울,2015-10-28,9.9,
108,서울,2015-10-29,8.4,0.5
108,서울,2015-10-30,5.4,
108,서울,2015-10-31,5.7,
108,서울,2015-11-01,7,
108,서울,2015-11-02,10.8,
108,서울,2015-11-03,11.8,
108,서울,2015-11-04,12.2,
108,서울,2015-11-05,13.2,
108,서울,2015-11-06,13.5,4.5
108,서울,2015-11-07,10.5,24.5
108,서울,2015-11-08,11.1,10.5
108,서울,2015-11-09,10.8,3.5
108,서울,2015-11-10,10,
108,서울,2015-11-11,11.6,
108,서울,2015-11-12,14.5,
108,서울,2015-11-13,11.5,22.5
108,서울,2015-11-14,12.8,3.5
108,서울,2015-11-15,13.4,
108,서울,2015-11-16,12.2,5.5
108,서울,2015-11-17,13.9,
108,서울,2015-11-18,10.4,5.5
108,서울,2015-11-19,8.9,
108,서울,2015-11-20,9.8,
108,서울,2015-11-21,9.2,
108,서울,2015-11-22,10.2,3.5
108,서울,2015-11-23,8.5,6.5
108,서울,2015-11-24,5.6,0.5
108,서울,2015-11-25,2.4,11
108,서울,2015-11-26,-2.7,0
108,서울,2015-11-27,-2.8,
108,서울,2015-11-28,0.1,0.1
108,서울,2015-11-29,2.5,3
108,서울,2015-11-30,4.1,
108,서울,2015-12-01,4,
108,서울,2015-12-02,6,13.5
108,서울,2015-12-03,-0.7,7.1
108,서울,2015-12-04,-0.4,
108,서울,2015-12-05,3.4,
108,서울,2015-12-06,1.3,
108,서울,2015-12-07,1.9,
108,서울,2015-12-08,2.9,
108,서울,2015-12-09,5,
108,서울,2015-12-10,7.8,0.3
108,서울,2015-12-11,6.4,
108,서울,2015-12-12,5.2,
108,서울,2015-12-13,5.2,
108,서울,2015-12-14,5,2.5
108,서울,2015-12-15,4.7,0.1
108,서울,2015-12-16,-1,
108,서울,2015-12-17,-4.6,
108,서울,2015-12-18,-3.3,0
108,서울,2015-12-19,-0.1,
108,서울,2015-12-20,1.5,
108,서울,2015-12-21,2.2,2
108,서울,2015-12-22,3.1,
108,서울,2015-12-23,5.9,0.4
108,서울,2015-12-24,1.5,
108,서울,2015-12-25,-0.8,0
108,서울,2015-12-26,0.9,0.7
108,서울,2015-12-27,-5.7,
108,서울,2015-12-28,-5.7,
108,서울,2015-12-29,-3.2,
108,서울,2015-12-30,0.3,2.5
108,서울,2015-12-31,0.7,
