"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210323","경춘선","강촌","395","406","20210326",""
"20210323","경춘선","백양리","59","49","20210326",""
"20210323","경춘선","굴봉산","131","122","20210326",""
"20210323","경춘선","가평","1352","1344","20210326",""
"20210323","경춘선","상천","301","289","20210326",""
"20210323","경춘선","청평","1442","1452","20210326",""
"20210323","경춘선","대성리","526","427","20210326",""
"20210323","경춘선","마석","4233","4248","20210326",""
"20210323","경춘선","천마산","1695","1576","20210326",""
"20210323","경춘선","평내호평","6514","6434","20210326",""
"20210323","경춘선","금곡","1656","1623","20210326",""
"20210323","경춘선","사릉","3647","3424","20210326",""
"20210323","경춘선","퇴계원","3643","3373","20210326",""
"20210323","경춘선","별내","2813","2688","20210326",""
"20210323","경춘선","갈매","3158","2805","20210326",""
"20210323","경춘선","신내","1677","1703","20210326",""
"20210323","경인선","도화","4257","3952","20210326",""
"20210323","경인선","중동","9152","8765","20210326",""
"20210323","경인선","온수(성공회대입구)","7079","6998","20210326",""
"20210323","경인선","도원","3339","3331","20210326",""
"20210323","경인선","간석","6018","5745","20210326",""
"20210323","경인선","부개","8604","8142","20210326",""
"20210323","경인선","소사","9618","9161","20210326",""
"20210323","경인선","구일","6257","6433","20210326",""
"20210323","경인선","인천","3429","2664","20210326",""
"20210323","경인선","동인천","13875","13154","20210326",""
"20210323","경인선","제물포","10778","10400","20210326",""
"20210323","경인선","주안","18920","17231","20210326",""
"20210323","경인선","백운","7192","7110","20210326",""
"20210323","경인선","부평","28988","30707","20210326",""
"20210323","경인선","송내","28314","28319","20210326",""
"20210323","경인선","부천","32528","32845","20210326",""
"20210323","경인선","역곡","29170","28798","20210326",""
"20210323","경인선","오류동","12179","11492","20210326",""
"20210323","경인선","개봉","21762","22242","20210326",""
"20210323","경의선","임진강","13","13","20210326",""
"20210323","경의선","문산","5013","5084","20210326",""
"20210323","경의선","파주","1691","1275","20210326",""
"20210323","경의선","월롱","2660","2457","20210326",""
"20210323","경의선","금촌","6280","6360","20210326",""
"20210323","경의선","금릉","4565","4512","20210326",""
"20210323","경의선","운정","6559","6304","20210326",""
"20210323","경의선","야당","6802","6542","20210326",""
"20210323","경의선","탄현","7696","7411","20210326",""
"20210323","경의선","일산","10587","10518","20210326",""
"20210323","경의선","풍산","5629","5302","20210326",""
"20210323","경의선","백마","7229","7000","20210326",""
"20210323","경의선","곡산","600","664","20210326",""
"20210323","경의선","능곡","4004","3621","20210326",""
"20210323","경의선","행신","7899","7879","20210326",""
"20210323","경의선","강매","3344","2920","20210326",""
"20210323","경의선","화전","2255","2076","20210326",""
"20210323","경의선","수색","2794","2832","20210326",""
"20210323","경의선","디지털미디어시티","2425","2355","20210326",""
"20210323","경의선","가좌","5446","5070","20210326",""
"20210323","경의선","홍대입구","1515","1626","20210326",""
"20210323","경의선","서강대","2057","2024","20210326",""
"20210323","경의선","공덕","3512","3136","20210326",""
"20210323","경의선","효창공원앞","2961","3434","20210326",""
"20210323","경의선","신촌","835","1056","20210326",""
"20210323","경의선","서울역","4189","5490","20210326",""
"20210323","경원선","소요산","2842","2295","20210326",""
"20210323","경원선","동두천","2296","2672","20210326",""
"20210323","경원선","보산","1383","1227","20210326",""
"20210323","경원선","동두천중앙","3025","2920","20210326",""
"20210323","경원선","지행","6171","6138","20210326",""
"20210323","경원선","덕정","5846","5717","20210326",""
"20210323","경원선","덕계","3051","2722","20210326",""
"20210323","경원선","양주","7677","7199","20210326",""
"20210323","경원선","녹양","4663","4427","20210326",""
"20210323","경원선","가능","6447","6316","20210326",""
"20210323","경원선","의정부","17406","17682","20210326",""
"20210323","경원선","회룡","12505","12373","20210326",""
"20210323","경원선","망월사","7586","7788","20210326",""
"20210323","경원선","도봉산","8275","5245","20210326",""
"20210323","경원선","도봉","6086","5984","20210326",""
"20210323","경원선","방학","9363","9129","20210326",""
"20210323","경원선","녹천","4776","3979","20210326",""
"20210323","경원선","월계","6973","6531","20210326",""
"20210323","경원선","광운대","9046","8886","20210326",""
"20210323","경원선","석계","8158","9197","20210326",""
"20210323","경원선","신이문","8618","8004","20210326",""
"20210323","경원선","외대앞","7272","7335","20210326",""
"20210323","경원선","청량리(서울시립대입구)","13379","14305","20210326",""
"20210323","경원선","왕십리(성동구청)","13430","14677","20210326",""
"20210323","경원선","응봉","2126","2051","20210326",""
"20210323","경원선","옥수","60","33","20210326",""
"20210323","경원선","한남","4181","3891","20210326",""
"20210323","경원선","서빙고","1871","1730","20210326",""
"20210323","경원선","이촌(국립중앙박물관)","3756","2942","20210326",""
"20210323","경부선","광명","2873","2534","20210326",""
"20210323","경부선","서동탄","1530","1324","20210326",""
"20210323","경부선","당정","6256","6029","20210326",""
"20210323","경부선","천안","4543","4572","20210326",""
"20210323","경부선","두정","5427","5608","20210326",""
"20210323","경부선","직산","730","721","20210326",""
"20210323","경부선","성환","3801","3848","20210326",""
"20210323","경부선","평택","10856","10784","20210326",""
"20210323","경부선","지제","2692","2570","20210326",""
"20210323","경부선","서정리","6430","6128","20210326",""
"20210323","경부선","송탄","4013","3726","20210326",""
"20210323","경부선","진위","1549","1375","20210326",""
"20210323","경부선","오산","9723","9499","20210326",""
"20210323","경부선","오산대","3566","3388","20210326",""
"20210323","경부선","세마","2593","2428","20210326",""
"20210323","경부선","병점","13434","13387","20210326",""
"20210323","경부선","세류","2906","2830","20210326",""
"20210323","경부선","독산","17032","18167","20210326",""
"20210323","경부선","수원","32284","33797","20210326",""
"20210323","경부선","화서","7606","7275","20210326",""
"20210323","경부선","성균관대","14855","14784","20210326",""
"20210323","경부선","의왕","9058","9040","20210326",""
"20210323","경부선","군포","7775","7692","20210326",""
"20210323","경부선","금정","26473","26933","20210326",""
"20210323","경부선","명학","9363","9214","20210326",""
"20210323","경부선","안양","24519","24432","20210326",""
"20210323","경부선","관악","7278","6780","20210326",""
"20210323","경부선","석수","10039","8910","20210326",""
"20210323","경부선","금천구청","12219","12189","20210326",""
"20210323","경부선","가산디지털단지","18378","21426","20210326",""
"20210323","경부선","구로","18894","19236","20210326",""
"20210323","경부선","신길","9646","8217","20210326",""
"20210323","경부선","신도림","4252","4122","20210326",""
"20210323","경부선","영등포","35612","36406","20210326",""
"20210323","경부선","대방","13492","13744","20210326",""
"20210323","경부선","노량진","8374","8554","20210326",""
"20210323","경부선","용산","28717","29362","20210326",""
"20210323","경부선","남영","9729","10171","20210326",""
"20210323","경부선","서울역","4201","1429","20210326",""
"20210323","경강선","여주","1717","1727","20210326",""
"20210323","경강선","세종대왕릉","316","321","20210326",""
"20210323","경강선","부발","1647","1664","20210326",""
"20210323","경강선","이천","2263","2403","20210326",""
"20210323","경강선","신둔도예촌","1379","1237","20210326",""
"20210323","경강선","곤지암","2085","2099","20210326",""
"20210323","경강선","초월","2979","2833","20210326",""
"20210323","경강선","경기광주","6867","6533","20210326",""
"20210323","경강선","삼동","2299","2173","20210326",""
"20210323","경강선","이매","1080","1049","20210326",""
"20210323","경강선","판교","4365","4231","20210326",""
"20210323","9호선2~3단계","중앙보훈병원","10239","9047","20210326",""
"20210323","9호선2~3단계","둔촌오륜","1325","1071","20210326",""
"20210323","9호선2~3단계","올림픽공원(한국체대)","5438","5453","20210326",""
"20210323","9호선2~3단계","한성백제","2360","2199","20210326",""
"20210323","9호선2~3단계","송파나루","4466","4869","20210326",""
"20210323","9호선2~3단계","석촌","7827","7026","20210326",""
"20210323","9호선2~3단계","석촌고분","5857","5827","20210326",""
"20210323","9호선2~3단계","삼전","6497","6294","20210326",""
"20210323","9호선2~3단계","종합운동장","4089","4092","20210326",""
"20210323","9호선2~3단계","봉은사","14979","14941","20210326",""
"20210323","9호선2~3단계","삼성중앙","6948","7250","20210326",""
"20210323","9호선2~3단계","선정릉","9695","10495","20210326",""
"20210323","9호선2~3단계","언주","9943","10183","20210326",""
"20210323","9호선","신논현","30898","30462","20210326",""
"20210323","9호선","사평","3210","3183","20210326",""
"20210323","9호선","고속터미널","10927","13556","20210326",""
"20210323","9호선","신반포","3136","3214","20210326",""
"20210323","9호선","구반포","2651","2744","20210326",""
"20210323","9호선","동작(현충원)","1760","1379","20210326",""
"20210323","9호선","흑석(중앙대입구)","7608","7977","20210326",""
"20210323","9호선","노들","4403","3788","20210326",""
"20210323","9호선","노량진","25402","24960","20210326",""
"20210323","9호선","샛강","5908","6084","20210326",""
"20210323","9호선","여의도","27449","26260","20210326",""
"20210323","9호선","국회의사당","16273","16726","20210326",""
"20210323","9호선","당산","17877","18096","20210326",""
"20210323","9호선","선유도","8036","7854","20210326",""
"20210323","9호선","신목동","3939","3633","20210326",""
"20210323","9호선","염창","16867","16668","20210326",""
"20210323","9호선","등촌","11352","11289","20210326",""
"20210323","9호선","증미","7330","7380","20210326",""
"20210323","9호선","가양","20626","20176","20210326",""
"20210323","9호선","양천향교","9758","10163","20210326",""
"20210323","9호선","마곡나루(서울식물원)","11186","11227","20210326",""
"20210323","9호선","신방화","6628","6543","20210326",""
"20210323","9호선","공항시장","2828","3019","20210326",""
"20210323","9호선","김포공항","6590","9672","20210326",""
"20210323","9호선","개화","2605","1854","20210326",""
"20210323","8호선","모란","4120","3199","20210326",""
"20210323","8호선","수진","4887","4518","20210326",""
"20210323","8호선","신흥","4325","4589","20210326",""
"20210323","8호선","단대오거리","10330","10082","20210326",""
"20210323","8호선","남한산성입구(성남법원.검찰청)","13922","12907","20210326",""
"20210323","8호선","산성","6672","6780","20210326",""
"20210323","8호선","복정","11747","10068","20210326",""
"20210323","8호선","장지","17120","16361","20210326",""
"20210323","8호선","문정","22606","23846","20210326",""
"20210323","8호선","가락시장","7936","8760","20210326",""
"20210323","8호선","송파","7847","7957","20210326",""
"20210323","8호선","석촌","7657","8690","20210326",""
"20210323","8호선","잠실(송파구청)","13077","14980","20210326",""
"20210323","8호선","몽촌토성(평화의문)","5783","5945","20210326",""
"20210323","8호선","강동구청","10707","11087","20210326",""
"20210323","8호선","천호(풍납토성)","14995","17048","20210326",""
"20210323","8호선","암사","18968","16997","20210326",""
"20210323","7호선","부평구청","11965","10009","20210326",""
"20210323","7호선","굴포천","8611","9247","20210326",""
"20210323","7호선","삼산체육관","5034","4575","20210326",""
"20210323","7호선","상동","12489","12836","20210326",""
"20210323","7호선","부천시청","12313","12251","20210326",""
"20210323","7호선","신중동","14470","14212","20210326",""
"20210323","7호선","춘의","9817","9618","20210326",""
"20210323","7호선","부천종합운동장","5379","4933","20210326",""
"20210323","7호선","까치울","7846","7412","20210326",""
"20210323","7호선","온수(성공회대입구)","11466","10482","20210326",""
"20210323","7호선","천왕","11461","10928","20210326",""
"20210323","7호선","광명사거리","22198","21979","20210326",""
"20210323","7호선","철산","21390","21901","20210326",""
"20210323","7호선","가산디지털단지","48359","48694","20210326",""
"20210323","7호선","남구로","16183","17093","20210326",""
"20210323","7호선","대림(구로구청)","7509","7463","20210326",""
"20210323","7호선","신풍","11911","11457","20210326",""
"20210323","7호선","보라매","9952","9922","20210326",""
"20210323","7호선","신대방삼거리","16305","15850","20210326",""
"20210323","7호선","장승배기","9752","9645","20210326",""
"20210323","7호선","상도","10376","10280","20210326",""
"20210323","7호선","숭실대입구(살피재)","12404","12689","20210326",""
"20210323","7호선","남성","11298","10495","20210326",""
"20210323","7호선","이수","15517","15001","20210326",""
"20210323","7호선","내방","14818","15218","20210326",""
"20210323","7호선","고속터미널","14417","12752","20210326",""
"20210323","7호선","반포","5706","5511","20210326",""
"20210323","7호선","논현","21080","22689","20210326",""
"20210323","7호선","학동","24991","26719","20210326",""
"20210323","7호선","강남구청","16705","18329","20210326",""
"20210323","7호선","청담","19981","22475","20210326",""
"20210323","7호선","뚝섬유원지","8328","8242","20210326",""
"20210323","7호선","건대입구","11673","12195","20210326",""
"20210323","7호선","어린이대공원(세종대)","12742","12737","20210326",""
"20210323","7호선","군자(능동)","14415","11621","20210326",""
"20210323","7호선","중곡","10095","9266","20210326",""
"20210323","7호선","용마산(용마폭포공원)","6140","6054","20210326",""
"20210323","7호선","사가정","16581","16628","20210326",""
"20210323","7호선","면목","15896","15592","20210326",""
"20210323","7호선","상봉(시외버스터미널)","17009","15818","20210326",""
"20210323","7호선","중화","11160","10971","20210326",""
"20210323","7호선","먹골","10181","9912","20210326",""
"20210323","7호선","태릉입구","8245","7749","20210326",""
"20210323","7호선","공릉(서울과학기술대)","12000","11927","20210326",""
"20210323","7호선","하계","17582","16844","20210326",""
"20210323","7호선","중계","14360","13273","20210326",""
"20210323","7호선","노원","19209","20148","20210326",""
"20210323","7호선","마들","12300","11840","20210326",""
"20210323","7호선","수락산","12910","12732","20210326",""
"20210323","7호선","도봉산","9601","11223","20210326",""
"20210323","7호선","장암","2326","887","20210326",""
"20210323","안산선","초지","5337","5721","20210326",""
"20210323","안산선","안산","11668","10343","20210326",""
"20210323","안산선","신길온천","1665","1570","20210326",""
"20210323","안산선","정왕","9572","10056","20210326",""
"20210323","안산선","오이도","8481","8262","20210326",""
"20210323","안산선","수리산","4302","3532","20210326",""
"20210323","우이신설선","북한산우이","2686","2517","20210326",""
"20210323","우이신설선","솔밭공원","2428","2327","20210326",""
"20210323","우이신설선","4.19민주묘지","2926","2824","20210326",""
"20210323","6호선","봉화산(서울의료원)","8982","8376","20210326",""
"20210323","6호선","화랑대(서울여대입구)","11402","9033","20210326",""
"20210323","6호선","태릉입구","5286","5908","20210326",""
"20210323","6호선","석계","12396","12761","20210326",""
"20210323","6호선","돌곶이","8914","8340","20210326",""
"20210323","6호선","상월곡(한국과학기술연구원)","6314","5704","20210326",""
"20210323","6호선","월곡(동덕여대)","11286","11136","20210326",""
"20210323","6호선","고려대(종암)","7855","7598","20210326",""
"20210323","6호선","안암(고대병원앞)","10351","10424","20210326",""
"20210323","6호선","창신","3756","3135","20210326",""
"20210323","6호선","동묘앞","7950","8082","20210326",""
"20210323","6호선","신당","7911","8236","20210326",""
"20210323","6호선","청구","4012","4290","20210326",""
"20210323","6호선","약수","3457","3568","20210326",""
"20210323","6호선","버티고개","2298","2225","20210326",""
"20210323","6호선","한강진","7533","8412","20210326",""
"20210323","6호선","이태원","8815","9148","20210326",""
"20210323","6호선","녹사평(용산구청)","4514","4406","20210326",""
"20210323","6호선","삼각지","6054","5202","20210326",""
"20210323","6호선","효창공원앞","7056","6596","20210326",""
"20210323","6호선","공덕","19191","18472","20210326",""
"20210323","6호선","대흥(서강대앞)","8153","8353","20210326",""
"20210323","6호선","광흥창(서강)","8991","8838","20210326",""
"20210323","6호선","상수","7276","7925","20210326",""
"20210323","6호선","합정","12170","12048","20210326",""
"20210323","6호선","망원","13778","14861","20210326",""
"20210323","6호선","마포구청","14186","12966","20210326",""
"20210323","6호선","월드컵경기장(성산)","4425","4594","20210326",""
"20210323","6호선","디지털미디어시티","14247","15392","20210326",""
"20210323","6호선","증산(명지대앞)","10091","9866","20210326",""
"20210323","6호선","새절(신사)","13023","12251","20210326",""
"20210323","6호선","구산","7579","5754","20210326",""
"20210323","6호선","연신내","1","0","20210326",""
"20210323","6호선","독바위","2824","2994","20210326",""
"20210323","6호선","불광","4345","4525","20210326",""
"20210323","6호선","역촌","3718","4310","20210326",""
"20210323","5호선","방이","6832","7215","20210326",""
"20210323","5호선","올림픽공원(한국체대)","4251","3626","20210326",""
"20210323","5호선","둔촌동","8598","8621","20210326",""
"20210323","5호선","상일동","17773","16161","20210326",""
"20210323","5호선","고덕","9264","9204","20210326",""
"20210323","5호선","명일","8596","8745","20210326",""
"20210323","5호선","굽은다리(강동구민회관앞)","9116","8657","20210326",""
"20210323","5호선","길동","7922","8031","20210326",""
"20210323","5호선","강동","19846","18778","20210326",""
"20210323","5호선","천호(풍납토성)","17493","17765","20210326",""
"20210323","5호선","광나루(장신대)","13018","11898","20210326",""
"20210323","5호선","아차산(어린이대공원후문)","14284","14301","20210326",""
"20210323","5호선","군자(능동)","11154","12151","20210326",""
"20210323","5호선","장한평","18745","18342","20210326",""
"20210323","5호선","답십리","16301","14831","20210326",""
"20210323","5호선","마장","5641","5216","20210326",""
"20210323","5호선","왕십리(성동구청)","4545","4896","20210326",""
"20210323","5호선","행당","8355","7406","20210326",""
"20210323","5호선","신금호","6455","6712","20210326",""
"20210323","5호선","청구","4132","3863","20210326",""
"20210323","5호선","동대문역사문화공원(DDP)","2968","3417","20210326",""
"20210323","5호선","을지로4가","6341","6486","20210326",""
"20210323","5호선","종로3가","11804","11720","20210326",""
"20210323","5호선","광화문(세종문화회관)","30771","31867","20210326",""
"20210323","5호선","서대문","19421","19712","20210326",""
"20210323","5호선","충정로(경기대입구)","5255","5366","20210326",""
"20210323","5호선","애오개","7005","7092","20210326",""
"20210323","5호선","공덕","15320","16279","20210326",""
"20210323","5호선","마포","14998","15259","20210326",""
"20210323","5호선","여의나루","11762","13416","20210326",""
"20210323","5호선","여의도","30132","30711","20210326",""
"20210323","5호선","신길","4134","4605","20210326",""
"20210323","5호선","영등포시장","9779","10133","20210326",""
"20210323","5호선","영등포구청","4204","4281","20210326",""
"20210323","5호선","양평","7674","7689","20210326",""
"20210323","5호선","오목교(목동운동장앞)","22301","24227","20210326",""
"20210323","5호선","목동","17385","19169","20210326",""
"20210323","5호선","신정(은행정)","14241","11298","20210326",""
"20210323","5호선","까치산","29288","28187","20210326",""
"20210323","5호선","화곡","28758","26979","20210326",""
"20210323","5호선","우장산","14386","14309","20210326",""
"20210323","5호선","발산","20198","20438","20210326",""
"20210323","5호선","마곡","10120","10009","20210326",""
"20210323","5호선","송정","6992","6637","20210326",""
"20210323","5호선","김포공항","6187","6129","20210326",""
"20210323","5호선","개화산","5463","5236","20210326",""
"20210323","5호선","방화","6972","6681","20210326",""
"20210323","4호선","쌍문","29677","27409","20210326",""
"20210323","4호선","창동","25839","27257","20210326",""
"20210323","4호선","노원","18713","20873","20210326",""
"20210323","4호선","상계","19124","17922","20210326",""
"20210323","4호선","당고개","12785","11769","20210326",""
"20210323","4호선","남태령","1253","1149","20210326",""
"20210323","4호선","사당","24156","20438","20210326",""
"20210323","4호선","총신대입구(이수)","18758","20567","20210326",""
"20210323","4호선","동작(현충원)","2680","2888","20210326",""
"20210323","4호선","이촌(국립중앙박물관)","7125","8068","20210326",""
"20210323","4호선","신용산","15754","16550","20210326",""
"20210323","4호선","삼각지","5051","5620","20210326",""
"20210323","4호선","숙대입구(갈월)","13208","13120","20210326",""
"20210323","4호선","서울역","10854","14370","20210326",""
"20210323","4호선","회현(남대문시장)","24309","25596","20210326",""
"20210323","4호선","명동","16694","17272","20210326",""
"20210323","4호선","충무로","26750","27347","20210326",""
"20210323","4호선","동대문역사문화공원(DDP)","14120","13194","20210326",""
"20210323","4호선","동대문","20678","21330","20210326",""
"20210323","4호선","혜화","30795","30772","20210326",""
"20210323","4호선","한성대입구(삼선교)","13802","13313","20210326",""
"20210323","4호선","성신여대입구(돈암)","20094","19103","20210326",""
"20210323","4호선","길음","20724","20088","20210326",""
"20210323","4호선","미아사거리","27640","27025","20210326",""
"20210323","4호선","미아(서울사이버대학)","15262","14986","20210326",""
"20210323","4호선","수유(강북구청)","33952","34012","20210326",""
"20210323","3호선","오금","6312","5654","20210326",""
"20210323","3호선","경찰병원","7631","7715","20210326",""
"20210323","3호선","가락시장","9257","9187","20210326",""
"20210323","3호선","수서","16270","16588","20210326",""
"20210323","3호선","일원","10169","9972","20210326",""
"20210323","3호선","학여울","1921","1983","20210326",""
"20210323","3호선","대치","10806","10986","20210326",""
"20210323","3호선","도곡","5496","5651","20210326",""
"20210323","3호선","매봉","12685","12162","20210326",""
"20210323","3호선","양재(서초구청)","39384","42474","20210326",""
"20210323","3호선","남부터미널(예술의전당)","28818","29473","20210326",""
"20210323","3호선","교대(법원.검찰청)","14799","9560","20210326",""
"20210323","2호선","종합운동장","7218","7883","20210326",""
"20210323","3호선","고속터미널","35871","33899","20210326",""
"20210323","우이신설선","가오리","3930","3946","20210326",""
"20210323","우이신설선","화계","3322","3148","20210326",""
"20210323","우이신설선","삼양","1946","2034","20210326",""
"20210323","우이신설선","삼양사거리","2303","2419","20210326",""
"20210323","우이신설선","솔샘","5643","5362","20210326",""
"20210323","우이신설선","북한산보국문","5817","5610","20210326",""
"20210323","우이신설선","정릉","4421","4260","20210326",""
"20210323","2호선","강변(동서울터미널)","28399","27441","20210326",""
"20210323","2호선","잠실나루","14761","14413","20210326",""
"20210323","2호선","잠실(송파구청)","62691","62040","20210326",""
"20210323","2호선","잠실새내","20220","20097","20210326",""
"20210323","경인선","동암","15280","15479","20210326",""
"20210323","3호선","대청","10113","9117","20210326",""
"20210323","2호선","용답","2670","2780","20210326",""
"20210323","6호선","보문","7186","6706","20210326",""
"20210323","5호선","오금","3837","3762","20210326",""
"20210323","5호선","개롱","6538","6676","20210326",""
"20210323","5호선","거여","8342","7943","20210326",""
"20210323","5호선","마천","6210","6230","20210326",""
"20210323","5호선","미사","14115","13929","20210326",""
"20210323","5호선","하남풍산","5317","5285","20210326",""
"20210323","6호선","응암","17853","17661","20210326",""
"20210323","1호선","서울역","40034","37504","20210326",""
"20210323","1호선","동묘앞","8520","9099","20210326",""
"20210323","1호선","시청","21637","21736","20210326",""
"20210323","1호선","종각","34374","32964","20210326",""
"20210323","1호선","종로3가","24733","22646","20210326",""
"20210323","1호선","종로5가","22816","22657","20210326",""
"20210323","1호선","동대문","10892","10464","20210326",""
"20210323","1호선","신설동","13830","13778","20210326",""
"20210323","1호선","제기동","18216","18395","20210326",""
"20210323","1호선","청량리(서울시립대입구)","20305","20317","20210326",""
"20210323","중앙선","지평","76","82","20210326",""
"20210323","중앙선","용문","1787","1739","20210326",""
"20210323","3호선","잠원","4804","4728","20210326",""
"20210323","3호선","신사","30255","31216","20210326",""
"20210323","3호선","압구정","31773","33779","20210326",""
"20210323","3호선","옥수","9204","9532","20210326",""
"20210323","3호선","금호","8299","7975","20210326",""
"20210323","3호선","약수","12713","12505","20210326",""
"20210323","3호선","동대입구","8003","8340","20210326",""
"20210323","3호선","충무로","1","0","20210326",""
"20210323","3호선","을지로3가","10410","10960","20210326",""
"20210323","3호선","종로3가","10105","11486","20210326",""
"20210323","3호선","안국","20552","21738","20210326",""
"20210323","3호선","경복궁(정부서울청사)","18955","18049","20210326",""
"20210323","3호선","독립문","7268","7571","20210326",""
"20210323","3호선","무악재","3966","3984","20210326",""
"20210323","3호선","홍제","17857","17117","20210326",""
"20210323","3호선","녹번","15066","13917","20210326",""
"20210323","3호선","불광","16383","17804","20210326",""
"20210323","3호선","연신내","37461","35311","20210326",""
"20210323","3호선","구파발","20678","19354","20210326",""
"20210323","3호선","지축","4076","3937","20210326",""
"20210323","중앙선","원덕","409","390","20210326",""
"20210323","중앙선","양평","3431","3594","20210326",""
"20210323","중앙선","오빈","308","325","20210326",""
"20210323","중앙선","아신","521","522","20210326",""
"20210323","중앙선","국수","728","694","20210326",""
"20210323","중앙선","신원","242","227","20210326",""
"20210323","중앙선","양수","1899","1902","20210326",""
"20210323","중앙선","운길산","859","853","20210326",""
"20210323","중앙선","팔당","912","897","20210326",""
"20210323","중앙선","도심","2557","2022","20210326",""
"20210323","중앙선","덕소","5671","5638","20210326",""
"20210323","중앙선","양정","873","757","20210326",""
"20210323","중앙선","도농","10117","9230","20210326",""
"20210323","중앙선","구리","13660","13898","20210326",""
"20210323","중앙선","양원","1912","1919","20210326",""
"20210323","중앙선","망우","7545","7314","20210326",""
"20210323","중앙선","상봉(시외버스터미널)","5825","5827","20210326",""
"20210323","2호선","용두(동대문구청)","2359","2485","20210326",""
"20210323","2호선","신정네거리","10559","10935","20210326",""
"20210323","2호선","양천구청","6884","7269","20210326",""
"20210323","2호선","도림천","1411","1476","20210326",""
"20210323","2호선","신설동","3160","3085","20210326",""
"20210323","2호선","신답","1628","1881","20210326",""
"20210323","2호선","충정로(경기대입구)","10363","10733","20210326",""
"20210323","2호선","아현","10667","10279","20210326",""
"20210323","2호선","이대","12796","13436","20210326",""
"20210323","2호선","신촌","30243","31119","20210326",""
"20210323","2호선","홍대입구","46279","48273","20210326",""
"20210323","2호선","합정","28966","30282","20210326",""
"20210323","2호선","당산","19478","22308","20210326",""
"20210323","2호선","영등포구청","23524","23859","20210326",""
"20210323","2호선","문래","21705","22247","20210326",""
"20210323","2호선","신도림","47011","45782","20210326",""
"20210323","2호선","대림(구로구청)","25028","25507","20210326",""
"20210323","2호선","구로디지털단지","62927","63450","20210326",""
"20210323","2호선","신대방","26261","25613","20210326",""
"20210323","2호선","신림","61814","60450","20210326",""
"20210323","중앙선","중랑","5495","5238","20210326",""
"20210323","중앙선","회기","23779","23262","20210326",""
"20210323","장항선","신창(순천향대)","1516","1535","20210326",""
"20210323","장항선","온양온천","3169","3210","20210326",""
"20210323","장항선","배방","944","875","20210326",""
"20210323","장항선","아산","2487","2330","20210326",""
"20210323","2호선","봉천","24491","22808","20210326",""
"20210323","2호선","서울대입구(관악구청)","46514","45617","20210326",""
"20210323","2호선","낙성대(강감찬)","26912","26323","20210326",""
"20210323","2호선","사당","36034","39391","20210326",""
"20210323","2호선","방배","19043","19842","20210326",""
"20210323","2호선","서초","21878","21780","20210326",""
"20210323","2호선","교대(법원.검찰청)","34985","39619","20210326",""
"20210323","2호선","강남","82222","81004","20210326",""
"20210323","2호선","역삼","51736","57118","20210326",""
"20210323","2호선","선릉","57286","51150","20210326",""
"20210323","2호선","삼성(무역센터)","50011","51029","20210326",""
"20210323","장항선","쌍용(나사렛대)","2122","2093","20210326",""
"20210323","장항선","봉명","1235","1214","20210326",""
"20210323","일산선","대화","13136","10322","20210326",""
"20210323","일산선","주엽","8938","8942","20210326",""
"20210323","일산선","정발산","6911","6915","20210326",""
"20210323","일산선","마두","7941","8225","20210326",""
"20210323","일산선","백석","10102","10066","20210326",""
"20210323","일산선","대곡","1950","1463","20210326",""
"20210323","일산선","화정","17141","17834","20210326",""
"20210323","일산선","원당","11448","10960","20210326",""
"20210323","일산선","삼송","18611","18056","20210326",""
"20210323","일산선","원흥","9893","9516","20210326",""
"20210323","우이신설선","신설동","2273","2108","20210326",""
"20210323","우이신설선","보문","1462","1511","20210326",""
"20210323","우이신설선","성신여대입구(돈암)","3153","3360","20210326",""
"20210323","수인선","인천","1006","1644","20210326",""
"20210323","수인선","신포","1855","1838","20210326",""
"20210323","수인선","숭의","4003","3767","20210326",""
"20210323","수인선","인하대","5753","5461","20210326",""
"20210323","수인선","송도","2703","2405","20210326",""
"20210323","수인선","연수","4508","4342","20210326",""
"20210323","수인선","원인재","4455","4664","20210326",""
"20210323","수인선","남동인더스파크","2408","2699","20210326",""
"20210323","수인선","호구포","3759","3951","20210326",""
"20210323","수인선","인천논현","5543","5995","20210326",""
"20210323","수인선","소래포구","5441","5068","20210326",""
"20210323","수인선","월곶","2680","2377","20210326",""
"20210323","수인선","달월","82","74","20210326",""
"20210323","수인선","사리","4015","3586","20210326",""
"20210323","수인선","야목","258","198","20210326",""
"20210323","수인선","어천","659","662","20210326",""
"20210323","수인선","오목천","2805","2620","20210326",""
"20210323","수인선","고색","3640","3522","20210326",""
"20210323","분당선","매교","3050","3081","20210326",""
"20210323","분당선","수원시청","11932","12651","20210326",""
"20210323","분당선","매탄권선","4782","4712","20210326",""
"20210323","분당선","망포","13725","13061","20210326",""
"20210323","분당선","영통","7860","8000","20210326",""
"20210323","분당선","청명","4231","3974","20210326",""
"20210323","분당선","상갈","5316","5090","20210326",""
"20210323","분당선","기흥","9386","8897","20210326",""
"20210323","분당선","신갈","4542","4513","20210326",""
"20210323","분당선","구성","4829","5077","20210326",""
"20210323","분당선","죽전","12732","14081","20210326",""
"20210323","분당선","보정","2512","2305","20210326",""
"20210323","분당선","이매","5573","5145","20210326",""
"20210323","분당선","오리","11899","10073","20210326",""
"20210323","분당선","미금","15287","16148","20210326",""
