date,visitors,station_ride,station_alight,station_total
2016-06-01,7294.0,7346.0,7631.0,14977.0
2016-06-02,10689.0,6445.0,6656.0,13101.0
2016-06-03,12144.0,10447.0,10654.0,21101.0
2016-06-04,28335.0,16327.0,17123.0,33450.0
2016-06-05,35553.0,18895.0,19222.0,38117.0
2016-06-06,33793.0,17456.0,17659.0,35115.0
2016-06-07,6851.0,5410.0,5652.0,11062.0
2016-06-08,5809.0,5515.0,5792.0,11307.0
2016-06-09,5259.0,4961.0,5217.0,10178.0
2016-06-10,7586.0,7428.0,7639.0,15067.0
2016-06-11,14093.0,10122.0,11033.0,21155.0
2016-06-12,12769.0,7673.0,8032.0,15705.0
2016-06-13,3744.0,3703.0,3949.0,7652.0
2016-06-14,3561.0,4401.0,4715.0,9116.0
2016-06-15,831.0,2311.0,2519.0,4830.0
2016-06-16,3988.0,4021.0,4350.0,8371.0
2016-06-17,4353.0,5713.0,5873.0,11586.0
2016-06-18,13617.0,10533.0,11569.0,22102.0
2016-06-19,12582.0,8204.0,8544.0,16748.0
2016-06-20,4317.0,4057.0,4274.0,8331.0
2016-06-21,2716.0,4621.0,4885.0,9506.0
2016-06-22,1590.0,3086.0,3241.0,6327.0
2016-06-23,3536.0,4384.0,4766.0,9150.0
2016-06-24,1484.0,3375.0,3631.0,7006.0
2016-06-25,13340.0,9991.0,10796.0,20787.0
2016-06-26,12829.0,8779.0,9107.0,17886.0
2016-06-27,2946.0,3917.0,4260.0,8177.0
2016-06-28,2542.0,4435.0,4785.0,9220.0
2016-06-29,2373.0,4289.0,4580.0,8869.0
2016-06-30,2314.0,4191.0,4548.0,8739.0
2016-07-01,2687.0,2750.0,3018.0,5768.0
2016-07-02,8963.0,5972.0,6316.0,12288.0
2016-07-03,10557.0,6254.0,6476.0,12730.0
2016-07-04,673.0,1849.0,2027.0,3876.0
2016-07-05,253.0,1728.0,1925.0,3653.0
2016-07-06,1816.0,4033.0,4208.0,8241.0
2016-07-07,2015.0,4235.0,4507.0,8742.0
2016-07-08,3066.0,5327.0,5636.0,10963.0
2016-07-09,5384.0,7544.0,8020.0,15564.0
2016-07-10,4618.0,5725.0,5924.0,11649.0
2016-07-11,1581.0,2816.0,3035.0,5851.0
2016-07-12,11686.0,4591.0,4708.0,9299.0
2016-07-13,4030.0,4379.0,3826.0,8205.0
2016-07-14,2063.0,5217.0,5634.0,10851.0
2016-07-15,3089.0,5592.0,5535.0,11127.0
2016-07-16,1000.0,3252.0,3353.0,6605.0
2016-07-17,9371.0,6073.0,6268.0,12341.0
2016-07-18,2795.0,3519.0,3632.0,7151.0
2016-07-19,2235.0,4852.0,5055.0,9907.0
2016-07-20,1697.0,4036.0,4221.0,8257.0
2016-07-21,1806.0,5341.0,5507.0,10848.0
2016-07-22,1396.0,4189.0,4348.0,8537.0
2016-07-23,4209.0,6480.0,6813.0,13293.0
2016-07-24,4578.0,5767.0,5919.0,11686.0
2016-07-25,2020.0,3587.0,3895.0,7482.0
2016-07-26,1833.0,5284.0,5522.0,10806.0
2016-07-27,1451.0,4077.0,4284.0,8361.0
2016-07-28,2361.0,6045.0,6378.0,12423.0
2016-07-29,5216.0,4031.0,4081.0,8112.0
2016-07-30,6043.0,7238.0,7514.0,14752.0
2016-07-31,5127.0,6762.0,6895.0,13657.0
2016-08-01,4432.0,5632.0,5870.0,11502.0
2016-08-02,4310.0,7728.0,8032.0,15760.0
2016-08-03,3003.0,6457.0,6683.0,13140.0
2016-08-04,1653.0,5256.0,5505.0,10761.0
2016-08-05,1756.0,5349.0,5585.0,10934.0
2016-08-06,2997.0,6175.0,6649.0,12824.0
2016-08-07,2576.0,5655.0,5664.0,11319.0
2016-08-08,1107.0,3047.0,3301.0,6348.0
2016-08-09,1184.0,4826.0,5022.0,9848.0
2016-08-10,1186.0,4728.0,4896.0,9624.0
2016-08-11,1090.0,4855.0,5052.0,9907.0
2016-08-12,1217.0,4855.0,5066.0,9921.0
2016-08-13,3166.0,6471.0,6727.0,13198.0
2016-08-14,6118.0,6538.0,6800.0,13338.0
2016-08-15,4219.0,6186.0,6380.0,12566.0
2016-08-16,1419.0,3620.0,3859.0,7479.0
2016-08-17,1444.0,4215.0,4292.0,8507.0
2016-08-18,11355.0,4497.0,4734.0,9231.0
2016-08-19,5328.0,4589.0,4795.0,9384.0
2016-08-20,5446.0,6900.0,7366.0,14266.0
2016-08-21,4372.0,5501.0,5625.0,11126.0
2016-08-22,1082.0,2620.0,2804.0,5424.0
2016-08-23,1134.0,3766.0,3986.0,7752.0
2016-08-24,1335.0,3514.0,3711.0,7225.0
2016-08-25,1283.0,3389.0,3567.0,6956.0
2016-08-26,2527.0,3949.0,4172.0,8121.0
2016-08-27,18602.0,10437.0,11178.0,21615.0
2016-08-28,17845.0,8135.0,8508.0,16643.0
2016-08-29,3559.0,3696.0,3886.0,7582.0
2016-08-30,3315.0,4156.0,4355.0,8511.0
2016-08-31,20690.0,2008.0,2167.0,4175.0
2016-09-01,2641.0,4122.0,4338.0,8460.0
2016-09-02,2828.0,3894.0,3986.0,7880.0
2016-09-03,19317.0,9467.0,10119.0,19586.0
2016-09-04,19461.0,8215.0,8562.0,16777.0
2016-09-05,2752.0,3205.0,3441.0,6646.0
2016-09-06,2774.0,3643.0,3875.0,7518.0
2016-09-07,2540.0,3819.0,4056.0,7875.0
2016-09-08,1712.0,3298.0,3420.0,6718.0
2016-09-09,8815.0,6043.0,6143.0,12186.0
2016-09-10,15573.0,9742.0,10559.0,20301.0
2016-09-11,18868.0,7990.0,8175.0,16165.0
2016-09-12,2908.0,3747.0,4045.0,7792.0
2016-09-13,4300.0,5204.0,5419.0,10623.0
2016-09-14,11425.0,6979.0,7083.0,14062.0
2016-09-15,17615.0,9912.0,9786.0,19698.0
2016-09-16,31344.0,15603.0,15814.0,31417.0
2016-09-17,19405.0,9602.0,9753.0,19355.0
2016-09-18,20824.0,9490.0,9895.0,19385.0
2016-09-19,3275.0,3628.0,3818.0,7446.0
2016-09-20,4394.0,4531.0,4778.0,9309.0
2016-09-21,3717.0,4883.0,5170.0,10053.0
2016-09-22,4503.0,4305.0,4612.0,8917.0
2016-09-23,5582.0,5621.0,5968.0,11589.0
2016-09-24,22835.0,12955.0,13759.0,26714.0
2016-09-25,20599.0,9749.0,10186.0,19935.0
2016-09-26,3649.0,3565.0,3810.0,7375.0
2016-09-27,1481.0,4584.0,4721.0,9305.0
2016-09-28,3947.0,6014.0,6091.0,12105.0
2016-09-29,5555.0,6003.0,6348.0,12351.0
2016-09-30,7733.0,8136.0,8492.0,16628.0
2016-10-01,26431.0,13145.0,13912.0,27057.0
2016-10-02,1846.0,3088.0,3151.0,6239.0
2016-10-03,29719.0,11554.0,11847.0,23401.0
2016-10-04,17037.0,7440.0,7672.0,15112.0
2016-10-05,4781.0,4579.0,4807.0,9386.0
2016-10-06,8611.0,6804.0,7078.0,13882.0
2016-10-07,8415.0,9756.0,10107.0,19863.0
2016-10-08,15752.0,11228.0,11721.0,22949.0
2016-10-09,21733.0,9969.0,10280.0,20249.0
2016-10-10,4417.0,4583.0,4785.0,9368.0
2016-10-11,9263.0,10173.0,10293.0,20466.0
2016-10-12,5745.0,5632.0,5854.0,11486.0
2016-10-13,8490.0,7277.0,7641.0,14918.0
2016-10-14,11644.0,14196.0,14565.0,28761.0
2016-10-15,22479.0,13448.0,14073.0,27521.0
2016-10-16,8192.0,6178.0,6449.0,12627.0
2016-10-17,4906.0,5012.0,5136.0,10148.0
2016-10-18,7973.0,8905.0,9000.0,17905.0
2016-10-19,8548.0,8789.0,9050.0,17839.0
2016-10-20,7825.0,9344.0,9376.0,18720.0
2016-10-21,10977.0,18266.0,18516.0,36782.0
2016-10-22,26904.0,16145.0,16962.0,33107.0
2016-10-23,13991.0,8496.0,9002.0,17498.0
2016-10-24,8155.0,4973.0,5272.0,10245.0
2016-10-25,2553.0,4484.0,4687.0,9171.0
2016-10-26,6751.0,6568.0,6829.0,13397.0
2016-10-27,7121.0,7872.0,8153.0,16025.0
2016-10-28,6436.0,10317.0,10305.0,20622.0
2016-10-29,14951.0,15442.0,19241.0,34683.0
2016-10-30,16856.0,9402.0,9812.0,19214.0
2016-10-31,2067.0,3292.0,3637.0,6929.0
2016-11-01,2291.0,3747.0,3985.0,7732.0
2016-11-02,7426.0,4300.0,4502.0,8802.0
2016-11-03,3207.0,4992.0,5386.0,10378.0
2016-11-04,4782.0,7686.0,7934.0,15620.0
2016-11-05,14380.0,13378.0,14088.0,27466.0
2016-11-06,19529.0,9796.0,10280.0,20076.0
2016-11-07,5735.0,3247.0,3546.0,6793.0
2016-11-08,2570.0,4006.0,4259.0,8265.0
2016-11-09,2630.0,4097.0,4347.0,8444.0
2016-11-10,1928.0,3694.0,3963.0,7657.0
2016-11-11,3662.0,6119.0,6402.0,12521.0
2016-11-12,13925.0,11832.0,12554.0,24386.0
2016-11-13,13407.0,7502.0,7937.0,15439.0
2016-11-14,1819.0,2832.0,3043.0,5875.0
2016-11-15,2205.0,3573.0,3884.0,7457.0
2016-11-16,2019.0,3697.0,3985.0,7682.0
2016-11-17,3480.0,5496.0,5796.0,11292.0
2016-11-18,2356.0,4469.0,4683.0,9152.0
2016-11-19,9936.0,8298.0,8758.0,17056.0
2016-11-20,24388.0,7466.0,7907.0,15373.0
2016-11-21,2231.0,2983.0,3186.0,6169.0
2016-11-22,1433.0,3370.0,3637.0,7007.0
2016-11-23,1021.0,3782.0,3936.0,7718.0
2016-11-24,881.0,2539.0,2793.0,5332.0
2016-11-25,1817.0,4380.0,4629.0,9009.0
2016-11-26,2325.0,5453.0,5684.0,11137.0
2016-11-27,3815.0,4917.0,5278.0,10195.0
2016-11-28,1180.0,2615.0,2754.0,5369.0
2016-11-29,1237.0,3839.0,3999.0,7838.0
2016-11-30,978.0,3319.0,3447.0,6766.0
2016-12-01,1483.0,5280.0,5487.0,10767.0
2016-12-02,1224.0,4587.0,4675.0,9262.0
2016-12-03,5705.0,6291.0,6673.0,12964.0
2016-12-04,4360.0,4460.0,4863.0,9323.0
2016-12-05,952.0,2071.0,2170.0,4241.0
2016-12-06,997.0,6767.0,6959.0,13726.0
2016-12-07,1314.0,4932.0,5118.0,10050.0
2016-12-08,1090.0,5597.0,5742.0,11339.0
2016-12-09,1245.0,5193.0,5348.0,10541.0
2016-12-10,2386.0,4404.0,4925.0,9329.0
2016-12-11,3222.0,3959.0,4378.0,8337.0
2016-12-12,1043.0,2397.0,2591.0,4988.0
2016-12-13,1312.0,5860.0,6014.0,11874.0
2016-12-14,930.0,5825.0,6027.0,11852.0
2016-12-15,698.0,4607.0,4735.0,9342.0
2016-12-16,565.0,4437.0,4557.0,8994.0
2016-12-17,2403.0,5296.0,5428.0,10724.0
2017-03-30,2369.0,3490.0,3716.0,7206.0
2017-03-31,1299.0,3244.0,3333.0,6577.0
2017-04-01,17070.0,9108.0,9721.0,18829.0
2017-04-02,32453.0,10069.0,10397.0,20466.0
2017-04-03,3032.0,3311.0,3498.0,6809.0
2017-04-04,3576.0,5223.0,5501.0,10724.0
2017-04-05,1067.0,3656.0,3850.0,7506.0
2017-04-06,1603.0,3282.0,3496.0,6778.0
2017-04-07,6248.0,8782.0,8961.0,17743.0
2017-04-08,40887.0,23263.0,23936.0,47199.0
2017-04-09,39359.0,18893.0,19040.0,37933.0
2017-04-10,7589.0,7417.0,7603.0,15020.0
2017-04-11,7035.0,7754.0,8018.0,15772.0
2017-04-12,7538.0,9325.0,9692.0,19017.0
2017-04-13,7727.0,8694.0,9075.0,17769.0
2017-04-14,3060.0,8033.0,8842.0,16875.0
2017-04-15,31747.0,20623.0,21611.0,42234.0
2017-04-16,37119.0,19306.0,19855.0,39161.0
2017-04-17,2046.0,3155.0,3408.0,6563.0
2017-04-18,2864.0,4146.0,4503.0,8649.0
2017-04-19,17911.0,5671.0,5945.0,11616.0
2017-04-20,3430.0,3710.0,4069.0,7779.0
2017-04-21,7265.0,7060.0,7284.0,14344.0
2017-04-22,30798.0,16490.0,17480.0,33970.0
2017-04-23,40116.0,14207.0,14431.0,28638.0
2017-04-24,6026.0,4736.0,5030.0,9766.0
2017-04-25,5660.0,5839.0,6062.0,11901.0
2017-04-26,7375.0,6526.0,6722.0,13248.0
2017-04-27,7647.0,7526.0,7625.0,15151.0
2017-04-28,9533.0,13211.0,13064.0,26275.0
2017-04-29,21476.0,14702.0,15202.0,29904.0
2017-04-30,26596.0,13566.0,13681.0,27247.0
2017-05-01,22645.0,15033.0,15153.0,30186.0
2017-05-02,13719.0,15477.0,15527.0,31004.0
2017-05-03,30066.0,20336.0,20820.0,41156.0
2017-05-04,25025.0,16605.0,16914.0,33519.0
2017-05-05,45644.0,21063.0,21237.0,42300.0
2017-05-06,9739.0,9805.0,10051.0,19856.0
2017-05-07,7524.0,7265.0,7289.0,14554.0
2017-05-08,3853.0,6350.0,6434.0,12784.0
2017-05-09,3906.0,5751.0,5914.0,11665.0
2017-05-10,4535.0,6707.0,6763.0,13470.0
2017-05-11,5694.0,7760.0,8013.0,15773.0
2017-05-12,18803.0,14828.0,15034.0,29862.0
2017-05-13,7674.0,8833.0,9250.0,18083.0
2017-05-14,30637.0,16566.0,16976.0,33542.0
2017-05-15,6332.0,6909.0,7108.0,14017.0
2017-05-16,6141.0,5065.0,5342.0,10407.0
2017-05-17,6278.0,6167.0,6308.0,12475.0
2017-05-18,8283.0,6365.0,6650.0,13015.0
2017-05-19,12175.0,16165.0,16152.0,32317.0
2017-05-20,22151.0,14666.0,15421.0,30087.0
2017-05-21,23790.0,11463.0,11772.0,23235.0
2017-05-22,4771.0,4127.0,4408.0,8535.0
2017-05-23,5287.0,4896.0,5363.0,10259.0
2017-05-24,6215.0,5231.0,5456.0,10687.0
2017-05-25,7625.0,6003.0,6123.0,12126.0
2017-05-26,12340.0,11320.0,11333.0,22653.0
2017-05-27,30814.0,18039.0,18885.0,36924.0
2017-05-28,36153.0,15407.0,15650.0,31057.0
2017-05-29,6938.0,5024.0,5215.0,10239.0
2017-05-30,8418.0,6594.0,6832.0,13426.0
2017-05-31,6498.0,6319.0,6560.0,12879.0
2017-06-01,8859.0,6530.0,6728.0,13258.0
2017-06-02,10337.0,10237.0,10571.0,20808.0
2017-06-03,30298.0,14951.0,15851.0,30802.0
2017-06-04,33655.0,13476.0,13857.0,27333.0
2017-06-05,17477.0,12579.0,12737.0,25316.0
2017-06-06,20711.0,11774.0,12179.0,23953.0
2017-06-07,1809.0,4143.0,4268.0,8411.0
2017-06-08,23117.0,5088.0,5359.0,10447.0
2017-06-09,15315.0,6848.0,7226.0,14074.0
2017-06-10,20068.0,12846.0,13674.0,26520.0
2017-06-11,21850.0,10263.0,10814.0,21077.0
2017-06-12,3466.0,3688.0,3886.0,7574.0
2017-06-13,3855.0,4005.0,4288.0,8293.0
2017-06-14,4047.0,4743.0,4864.0,9607.0
2017-06-15,6940.0,4419.0,4663.0,9082.0
2017-06-16,3257.0,4986.0,5258.0,10244.0
2017-06-17,9893.0,9445.0,10286.0,19731.0
2017-06-18,8530.0,6989.0,7294.0,14283.0
2017-06-19,2117.0,3191.0,3490.0,6681.0
2017-06-20,2487.0,4307.0,4596.0,8903.0
2017-06-21,2182.0,4124.0,4276.0,8400.0
2017-06-22,12868.0,3734.0,4032.0,7766.0
2017-06-23,2102.0,4299.0,4526.0,8825.0
2017-06-24,6117.0,7974.0,8681.0,16655.0
2017-06-25,6027.0,5439.0,5647.0,11086.0
2017-06-26,1249.0,2357.0,2537.0,4894.0
2017-06-27,2201.0,4007.0,4247.0,8254.0
2017-06-28,2106.0,3961.0,4242.0,8203.0
2017-06-29,2090.0,3927.0,4266.0,8193.0
2017-06-30,2060.0,4384.0,4686.0,9070.0
2017-07-01,7583.0,6754.0,7402.0,14156.0
2017-07-02,1437.0,2677.0,2675.0,5352.0
2017-07-03,795.0,1740.0,1836.0,3576.0
2017-07-04,1715.0,3158.0,3366.0,6524.0
2017-07-05,1335.0,3734.0,3939.0,7673.0
2017-07-06,1249.0,4405.0,4572.0,8977.0
2017-07-07,862.0,2800.0,3101.0,5901.0
2017-07-08,1694.0,3702.0,3802.0,7504.0
2017-07-09,3411.0,3930.0,4068.0,7998.0
2017-07-10,336.0,1340.0,1494.0,2834.0
2017-07-11,1474.0,3783.0,3957.0,7740.0
2017-07-12,1588.0,3981.0,4195.0,8176.0
2017-07-13,1166.0,3440.0,3674.0,7114.0
2017-07-14,1343.0,4217.0,4459.0,8676.0
2017-07-15,1923.0,3914.0,4212.0,8126.0
2017-07-16,4534.0,4182.0,4361.0,8543.0
2017-07-17,1174.0,2458.0,2685.0,5143.0
2017-07-18,1448.0,3172.0,3336.0,6508.0
2017-07-19,1168.0,3646.0,3785.0,7431.0
2017-07-20,929.0,4239.0,4413.0,8652.0
2017-07-21,1068.0,3632.0,3887.0,7519.0
2017-07-22,2474.0,4726.0,4932.0,9658.0
2017-07-23,690.0,2276.0,2266.0,4542.0
2017-07-24,694.0,2051.0,2172.0,4223.0
2017-07-25,1292.0,3720.0,3921.0,7641.0
2017-07-26,1258.0,4200.0,4355.0,8555.0
2017-07-27,10847.0,4577.0,4792.0,9369.0
2017-07-28,773.0,3297.0,3366.0,6663.0
2017-07-29,5712.0,5945.0,6211.0,12156.0
2017-07-30,5679.0,6340.0,6319.0,12659.0
2017-07-31,1763.0,1963.0,2083.0,4046.0
2017-08-01,3886.0,6653.0,6928.0,13581.0
2017-08-02,1942.0,5565.0,5798.0,11363.0
2017-08-03,1886.0,5260.0,5539.0,10799.0
2017-08-04,2130.0,5248.0,5380.0,10628.0
2017-08-05,2711.0,5420.0,5719.0,11139.0
2017-08-06,2334.0,4216.0,4243.0,8459.0
2017-08-07,1215.0,2874.0,3039.0,5913.0
2017-08-08,1491.0,5089.0,5264.0,10353.0
2017-08-09,1586.0,4979.0,5142.0,10121.0
2017-08-10,940.0,3710.0,3857.0,7567.0
2017-08-11,1867.0,4867.0,5083.0,9950.0
2017-08-12,6306.0,8461.0,8843.0,17304.0
2017-08-13,10215.0,6811.0,7033.0,13844.0
2017-08-14,1840.0,2856.0,3023.0,5879.0
2017-08-15,825.0,3292.0,3294.0,6586.0
2017-08-16,1948.0,3898.0,4106.0,8004.0
2017-08-17,1868.0,4027.0,4205.0,8232.0
2017-08-18,2759.0,4430.0,4658.0,9088.0
2017-08-19,10487.0,7703.0,8271.0,15974.0
2017-08-20,1447.0,2962.0,3006.0,5968.0
2017-08-21,4390.0,2505.0,2697.0,5202.0
2017-08-22,2375.0,4532.0,4772.0,9304.0
2017-08-23,718.0,2405.0,2622.0,5027.0
2017-08-24,570.0,2217.0,2306.0,4523.0
2017-08-25,2262.0,4933.0,5159.0,10092.0
2017-08-26,14234.0,8922.0,9572.0,18494.0
2017-08-27,16465.0,7518.0,7857.0,15375.0
2017-08-28,1461.0,2454.0,2630.0,5084.0
2017-08-29,3357.0,4011.0,4229.0,8240.0
2017-08-30,2814.0,4086.0,4325.0,8411.0
2017-08-31,3165.0,3865.0,4109.0,7974.0
2017-09-01,3372.0,4532.0,4760.0,9292.0
2017-09-02,22897.0,9839.0,10384.0,20223.0
2017-09-03,23438.0,7772.0,7947.0,15719.0
2017-09-04,2867.0,3087.0,3190.0,6277.0
2017-09-05,2167.0,3409.0,3595.0,7004.0
2017-09-06,1789.0,3718.0,3835.0,7553.0
2017-09-07,4429.0,3712.0,3997.0,7709.0
2017-09-08,4116.0,5285.0,5517.0,10802.0
2017-09-09,16990.0,8930.0,9579.0,18509.0
2017-09-10,16031.0,7621.0,7947.0,15568.0
2017-09-11,10911.0,2178.0,2291.0,4469.0
2017-09-12,3765.0,4642.0,4839.0,9481.0
2017-09-13,3854.0,4311.0,4514.0,8825.0
2017-09-14,2974.0,3892.0,4181.0,8073.0
2017-09-15,5642.0,5580.0,5927.0,11507.0
2017-09-16,20420.0,10472.0,11108.0,21580.0
2017-09-17,21210.0,7963.0,8212.0,16175.0
2017-09-18,4121.0,3803.0,3986.0,7789.0
2017-09-19,2295.0,3361.0,3613.0,6974.0
2017-09-20,6104.0,5136.0,5335.0,10471.0
2017-09-21,4773.0,4578.0,4913.0,9491.0
2017-09-22,7164.0,6344.0,6681.0,13025.0
2017-09-23,17275.0,10937.0,11441.0,22378.0
2017-09-24,14293.0,8083.0,8599.0,16682.0
2017-09-25,2517.0,3648.0,3781.0,7429.0
2017-09-26,3566.0,4543.0,4685.0,9228.0
2017-09-27,2489.0,4617.0,4709.0,9326.0
2017-09-28,3966.0,6010.0,6227.0,12237.0
2017-09-29,6489.0,8232.0,8267.0,16499.0
2017-09-30,12530.0,9263.0,9817.0,19080.0
2017-10-01,6242.0,4934.0,5229.0,10163.0
2017-10-02,20621.0,8428.0,8647.0,17075.0
2017-10-03,15822.0,7844.0,7873.0,15717.0
2017-10-04,18532.0,9012.0,8816.0,17828.0
2017-10-05,31373.0,14681.0,14685.0,29366.0
2017-10-06,20174.0,9409.0,9639.0,19048.0
2017-10-07,30988.0,14583.0,15109.0,29692.0
2017-10-08,28268.0,11982.0,12412.0,24394.0
2017-10-09,20446.0,10836.0,11132.0,21968.0
2017-10-10,2259.0,3145.0,3342.0,6487.0
2017-10-11,2084.0,3575.0,3747.0,7322.0
2017-10-12,3890.0,4668.0,4784.0,9452.0
2017-10-13,6290.0,10407.0,10600.0,21007.0
2017-10-14,16474.0,13409.0,14193.0,27602.0
2017-10-15,19047.0,7920.0,8081.0,16001.0
2017-10-16,6632.0,3466.0,3638.0,7104.0
2017-10-17,13948.0,10175.0,10328.0,20503.0
2017-10-18,4916.0,6435.0,6627.0,13062.0
2017-10-19,5751.0,7609.0,7568.0,15177.0
2017-10-20,10209.0,14462.0,14572.0,29034.0
2017-10-21,21936.0,13547.0,14163.0,27710.0
2017-10-22,24390.0,9616.0,10010.0,19626.0
2017-10-23,4448.0,3901.0,4124.0,8025.0
2017-10-24,19324.0,5570.0,5870.0,11440.0
2017-10-25,4541.0,5757.0,5924.0,11681.0
2017-10-26,4993.0,6532.0,6825.0,13357.0
2017-10-27,8309.0,13795.0,13724.0,27519.0
2017-10-28,26282.0,15256.0,16482.0,31738.0
2017-10-29,18846.0,10673.0,10930.0,21603.0
2017-10-30,3275.0,4222.0,4518.0,8740.0
2017-10-31,5736.0,4749.0,5048.0,9797.0
2017-11-01,3363.0,5993.0,6126.0,12119.0
2017-11-02,2669.0,4565.0,4938.0,9503.0
2017-11-03,3156.0,5736.0,5964.0,11700.0
2017-11-04,12087.0,10315.0,11066.0,21381.0
2017-11-05,12760.0,8663.0,9226.0,17889.0
2017-11-06,3340.0,3942.0,4153.0,8095.0
2017-11-07,3494.0,4756.0,5120.0,9876.0
2017-11-08,2653.0,4900.0,5117.0,10017.0
2017-11-09,3089.0,4201.0,4477.0,8678.0
2017-11-10,2353.0,4722.0,4954.0,9676.0
2017-11-11,8008.0,8312.0,9048.0,17360.0
2017-11-12,9312.0,6870.0,7291.0,14161.0
2017-11-13,1611.0,2669.0,2904.0,5573.0
2017-11-14,2003.0,3445.0,3704.0,7149.0
2017-11-15,1404.0,3217.0,3396.0,6613.0
2017-11-16,1245.0,3564.0,3810.0,7374.0
2017-11-17,1388.0,3387.0,3461.0,6848.0
2017-11-18,2759.0,4820.0,5355.0,10175.0
2017-11-19,1918.0,3549.0,3773.0,7322.0
2017-11-20,857.0,1954.0,2177.0,4131.0
2017-11-21,1581.0,3368.0,3571.0,6939.0
2017-11-22,1041.0,3002.0,3250.0,6252.0
2017-11-23,1927.0,2909.0,3168.0,6077.0
2017-11-24,747.0,2890.0,3051.0,5941.0
2017-11-25,1384.0,4159.0,4522.0,8681.0
2017-11-26,2487.0,4125.0,4339.0,8464.0
2017-11-27,1072.0,2097.0,2309.0,4406.0
2017-11-28,1139.0,3098.0,3310.0,6408.0
2017-11-29,795.0,2728.0,2960.0,5688.0
2017-11-30,11318.0,3655.0,3877.0,7532.0
2017-12-01,718.0,4475.0,4544.0,9019.0
2017-12-02,2168.0,4596.0,4875.0,9471.0
2017-12-03,1991.0,3106.0,3493.0,6599.0
2017-12-04,719.0,2071.0,2204.0,4275.0
2017-12-05,630.0,3056.0,3289.0,6345.0
2017-12-06,721.0,4863.0,4987.0,9850.0
2017-12-07,911.0,4318.0,4442.0,8760.0
2017-12-08,643.0,4553.0,4551.0,9104.0
2017-12-09,1792.0,4267.0,4645.0,8912.0
2017-12-10,1024.0,2938.0,3241.0,6179.0
2017-12-11,479.0,1652.0,1842.0,3494.0
2017-12-12,324.0,4867.0,4923.0,9790.0
2017-12-13,462.0,5299.0,5460.0,10759.0
2017-12-14,761.0,3442.0,3551.0,6993.0
2017-12-15,627.0,3558.0,3635.0,7193.0
2017-12-16,1206.0,4080.0,4318.0,8398.0
2017-12-17,996.0,2870.0,3027.0,5897.0
2017-12-18,420.0,2386.0,2438.0,4824.0
2017-12-19,657.0,4004.0,4229.0,8233.0
2017-12-20,2985.0,2980.0,3204.0,6184.0
2017-12-21,653.0,3052.0,3259.0,6311.0
2017-12-22,804.0,5035.0,5068.0,10103.0
2017-12-23,1905.0,4796.0,5049.0,9845.0
2017-12-24,403.0,2183.0,2247.0,4430.0
2017-12-25,2030.0,4374.0,4460.0,8834.0
2017-12-26,772.0,2257.0,2430.0,4687.0
2017-12-27,488.0,2916.0,3100.0,6016.0
2017-12-28,778.0,2762.0,2948.0,5710.0
2017-12-29,853.0,3541.0,3698.0,7239.0
2017-12-30,1520.0,4165.0,4442.0,8607.0
2017-12-31,1868.0,4207.0,4331.0,8538.0
2018-01-01,2316.0,2583.0,2559.0,5142.0
2018-01-02,988.0,3386.0,3637.0,7023.0
2018-01-03,694.0,2867.0,3075.0,5942.0
2018-01-04,671.0,2739.0,2938.0,5677.0
2018-01-05,758.0,2985.0,3148.0,6133.0
2018-01-06,1935.0,4316.0,4781.0,9097.0
2018-01-07,1881.0,3544.0,3921.0,7465.0
2018-01-08,634.0,1893.0,2049.0,3942.0
2018-01-09,523.0,2570.0,2730.0,5300.0
2018-01-10,382.0,2297.0,2422.0,4719.0
2018-01-11,312.0,1866.0,1963.0,3829.0
2018-01-12,228.0,1741.0,1861.0,3602.0
2018-01-13,1015.0,3737.0,4047.0,7784.0
2018-01-14,1654.0,3460.0,3721.0,7181.0
2018-01-15,645.0,1974.0,2114.0,4088.0
2018-01-16,699.0,2660.0,2796.0,5456.0
2018-01-17,631.0,2673.0,2813.0,5486.0
2018-01-18,1503.0,2858.0,3059.0,5917.0
2018-01-19,918.0,3613.0,3627.0,7240.0
2018-01-20,2083.0,5093.0,5254.0,10347.0
2018-01-21,2123.0,3960.0,4219.0,8179.0
2018-01-22,852.0,2191.0,2328.0,4519.0
2018-01-23,363.0,2185.0,2283.0,4468.0
2018-01-24,128.0,1556.0,1646.0,3202.0
2018-01-25,162.0,1601.0,1715.0,3316.0
2018-01-26,222.0,1681.0,1673.0,3354.0
2018-01-27,655.0,2704.0,2834.0,5538.0
2018-01-28,962.0,2706.0,2889.0,5595.0
2018-01-29,409.0,1450.0,1594.0,3044.0
2018-01-30,9660.0,2630.0,2710.0,5340.0
2018-01-31,585.0,3196.0,3527.0,6723.0
2018-02-01,679.0,2283.0,2435.0,4718.0
2018-02-02,704.0,2364.0,2482.0,4846.0
2018-02-03,1049.0,3238.0,3556.0,6794.0
2018-02-04,790.0,2409.0,2610.0,5019.0
2018-02-05,348.0,1363.0,1471.0,2834.0
2018-02-06,369.0,1799.0,1937.0,3736.0
2018-02-07,418.0,2399.0,2532.0,4931.0
2018-02-08,724.0,2408.0,2556.0,4964.0
2018-02-09,657.0,2467.0,2584.0,5051.0
2018-02-10,1861.0,4338.0,4750.0,9088.0
2018-02-11,1159.0,2630.0,2798.0,5428.0
2018-02-12,499.0,1644.0,1783.0,3427.0
