"사용일자","노선명","역명",승차총승객수,하차총승객수,"등록일자"
"20190101","2호선","을지로4가","3862.0","3728.0","20190104"
"20190101","2호선","을지로3가","8104.0","7554.0","20190104"
"20190101","2호선","을지로입구","22478.0","21330.0","20190104"
"20190101","2호선","시청","8381.0","6049.0","20190104"
"20190101","1호선","동묘앞","8045.0","8504.0","20190104"
"20190101","1호선","청량리(서울시립대입구)","15007.0","15397.0","20190104"
"20190101","1호선","제기동","10187.0","10178.0","20190104"
"20190101","1호선","신설동","6832.0","6930.0","20190104"
"20190101","1호선","동대문","9337.0","10457.0","20190104"
"20190101","1호선","종로5가","13578.0","13282.0","20190104"
"20190101","1호선","종각","20944.0","16658.0","20190104"
"20190101","2호선","동대문역사문화공원","10995.0","11808.0","20190104"
"20190101","2호선","신당","6811.0","7324.0","20190104"
"20190101","2호선","상왕십리","5723.0","5960.0","20190104"
"20190101","2호선","왕십리(성동구청)","9379.0","8332.0","20190104"
"20190101","2호선","한양대","2340.0","2751.0","20190104"
"20190101","2호선","뚝섬","4882.0","5204.0","20190104"
"20190101","2호선","성수","7826.0","8445.0","20190104"
"20190101","2호선","건대입구","29309.0","30013.0","20190104"
"20190101","2호선","구의(광진구청)","10121.0","10256.0","20190104"
"20190101","2호선","강변(동서울터미널)","29375.0","27265.0","20190104"
"20190101","2호선","잠실나루","5063.0","5305.0","20190104"
"20190101","2호선","잠실(송파구청)","48502.0","42899.0","20190104"
"20190101","2호선","잠실새내","11059.0","11519.0","20190104"
"20190101","2호선","종합운동장","4149.0","3859.0","20190104"
"20190101","2호선","삼성(무역센터)","25115.0","24529.0","20190104"
"20190101","2호선","선릉","11547.0","9744.0","20190104"
"20190101","2호선","역삼","10397.0","10598.0","20190104"
"20190101","2호선","강남","38729.0","36544.0","20190104"
"20190101","2호선","교대(법원.검찰청)","8962.0","9537.0","20190104"
"20190101","2호선","서초","4521.0","4059.0","20190104"
"20190101","2호선","방배","5248.0","5771.0","20190104"
"20190101","2호선","사당","18583.0","20605.0","20190104"
"20190101","2호선","낙성대","12868.0","14622.0","20190104"
"20190101","2호선","서울대입구(관악구청)","24163.0","26702.0","20190104"
"20190101","2호선","봉천","10976.0","11021.0","20190104"
"20190101","2호선","신림","36283.0","37908.0","20190104"
"20190101","2호선","신대방","14414.0","14556.0","20190104"
"20190101","2호선","구로디지털단지","24511.0","25162.0","20190104"
"20190101","2호선","대림(구로구청)","16537.0","17384.0","20190104"
"20190101","2호선","신도림","25676.0","26259.0","20190104"
"20190101","2호선","문래","5780.0","6183.0","20190104"
"20190101","2호선","영등포구청","6347.0","6706.0","20190104"
"20190101","2호선","당산","7906.0","8723.0","20190104"
"20190101","2호선","합정","16953.0","16872.0","20190104"
"20190101","2호선","홍대입구","70289.0","61834.0","20190104"
"20190101","2호선","신촌","26409.0","24861.0","20190104"
"20190101","2호선","이대","9855.0","10738.0","20190104"
"20190101","2호선","아현","4303.0","4611.0","20190104"
"20190101","2호선","충정로(경기대입구)","3760.0","3878.0","20190104"
"20190101","2호선","용답","1443.0","1598.0","20190104"
"20190101","2호선","신답","624.0","680.0","20190104"
"20190101","2호선","신설동","2525.0","2197.0","20190104"
"20190101","2호선","도림천","313.0","389.0","20190104"
"20190101","2호선","양천구청","2575.0","2751.0","20190104"
"20190101","2호선","신정네거리","4211.0","4429.0","20190104"
"20190101","2호선","용두(동대문구청)","1022.0","1074.0","20190104"
"20190101","3호선","지축","393.0","497.0","20190104"
"20190101","3호선","구파발","10091.0","10364.0","20190104"
"20190101","3호선","연신내","21151.0","20953.0","20190104"
"20190101","3호선","불광","9335.0","10861.0","20190104"
"20190101","3호선","녹번","5073.0","4769.0","20190104"
"20190101","3호선","홍제","8538.0","8666.0","20190104"
"20190101","3호선","무악재","1553.0","1803.0","20190104"
"20190101","3호선","독립문","3668.0","3986.0","20190104"
"20190101","3호선","경복궁(정부서울청사)","9902.0","10734.0","20190104"
"20190101","3호선","안국","10976.0","11355.0","20190104"
"20190101","3호선","종로3가","4366.0","7120.0","20190104"
"20190101","3호선","을지로3가","3315.0","3221.0","20190104"
"20190101","3호선","충무로","2.0","0.0","20190104"
"20190101","3호선","동대입구","5797.0","6762.0","20190104"
"20190101","3호선","약수","5657.0","5815.0","20190104"
"20190101","3호선","금호","3865.0","3635.0","20190104"
"20190101","3호선","옥수","4112.0","4515.0","20190104"
"20190101","3호선","압구정","8893.0","9434.0","20190104"
"20190101","3호선","신사","15260.0","13729.0","20190104"
"20190101","3호선","잠원","2232.0","2278.0","20190104"
"20190101","3호선","고속터미널","44564.0","36579.0","20190104"
"20190101","3호선","교대(법원.검찰청)","3065.0","2015.0","20190104"
"20190101","3호선","남부터미널(예술의전당)","15944.0","15748.0","20190104"
"20190101","3호선","양재(서초구청)","10162.0","11075.0","20190104"
"20190101","3호선","매봉","3206.0","3105.0","20190104"
"20190101","3호선","도곡","1703.0","1696.0","20190104"
"20190101","3호선","대치","5017.0","4763.0","20190104"
"20190101","3호선","학여울","633.0","609.0","20190104"
"20190101","3호선","대청","3557.0","3506.0","20190104"
"20190101","3호선","일원","2846.0","3260.0","20190104"
"20190101","3호선","수서","8532.0","8342.0","20190104"
"20190101","3호선","가락시장","3483.0","3396.0","20190104"
"20190101","3호선","경찰병원","2541.0","2775.0","20190104"
"20190101","3호선","오금","2254.0","2238.0","20190104"
"20190101","4호선","당고개","6940.0","6611.0","20190104"
"20190101","4호선","상계","9431.0","8961.0","20190104"
"20190101","4호선","노원","11250.0","12414.0","20190104"
"20190101","4호선","창동","12986.0","14032.0","20190104"
"20190101","4호선","쌍문","14483.0","13398.0","20190104"
"20190101","4호선","수유(강북구청)","19284.0","19279.0","20190104"
"20190101","4호선","미아(서울사이버대학)","7164.0","6960.0","20190104"
"20190101","4호선","미아사거리","13764.0","13715.0","20190104"
"20190101","4호선","길음","9225.0","9424.0","20190104"
"20190101","4호선","성신여대입구(돈암)","11798.0","11651.0","20190104"
"20190101","4호선","한성대입구(삼선교)","6996.0","7224.0","20190104"
"20190101","4호선","혜화","23601.0","24291.0","20190104"
"20190101","4호선","동대문","9995.0","8732.0","20190104"
"20190101","4호선","동대문역사문화공원","14304.0","11325.0","20190104"
"20190101","4호선","충무로","12152.0","11795.0","20190104"
"20190101","4호선","명동","34174.0","36263.0","20190104"
"20190101","4호선","회현(남대문시장)","10995.0","10799.0","20190104"
"20190101","4호선","서울역","5689.0","13266.0","20190104"
"20190101","4호선","숙대입구(갈월)","6047.0","6041.0","20190104"
"20190101","4호선","삼각지","1626.0","2213.0","20190104"
"20190101","4호선","신용산","7203.0","6801.0","20190104"
"20190101","4호선","이촌(국립중앙박물관)","2926.0","3308.0","20190104"
"20190101","4호선","동작(현충원)","1194.0","1367.0","20190104"
"20190101","4호선","총신대입구(이수)","9099.0","10245.0","20190104"
"20190101","4호선","사당","13026.0","11467.0","20190104"
"20190101","4호선","남태령","600.0","452.0","20190104"
"20190101","경부선","서울역","5983.0","731.0","20190104"
"20190101","경부선","남영","4013.0","4269.0","20190104"
"20190101","경부선","용산","35145.0","30245.0","20190104"
"20190101","경부선","노량진","7627.0","7121.0","20190104"
"20190101","경부선","대방","6016.0","6353.0","20190104"
"20190101","경부선","영등포","35263.0","33396.0","20190104"
"20190101","경부선","신도림","1454.0","1678.0","20190104"
"20190101","경부선","신길","4474.0","4004.0","20190104"
"20190101","경부선","구로","9889.0","9924.0","20190104"
"20190101","경부선","가산디지털단지","4487.0","6298.0","20190104"
"20190101","경부선","금천구청","5445.0","5298.0","20190104"
"20190101","경부선","석수","4842.0","4762.0","20190104"
"20190101","경부선","관악","4410.0","4188.0","20190104"
"20190101","경부선","안양","13420.0","13365.0","20190104"
"20190101","경부선","명학","2967.0","3141.0","20190104"
"20190101","경부선","금정","12318.0","13412.0","20190104"
"20190101","경부선","군포","3022.0","2759.0","20190104"
"20190101","경부선","의왕","3509.0","3797.0","20190104"
"20190101","경부선","성균관대","7292.0","7920.0","20190104"
"20190101","경부선","화서","3567.0","3582.0","20190104"
"20190101","경부선","수원","35173.0","33952.0","20190104"
"20190101","경부선","독산","5591.0","5893.0","20190104"
"20190101","경부선","세류","2427.0","2723.0","20190104"
"20190101","경부선","병점","7821.0","10125.0","20190104"
"20190101","경부선","세마","1599.0","1595.0","20190104"
"20190101","경부선","오산대","1602.0","1844.0","20190104"
"20190101","경부선","오산","7152.0","8320.0","20190104"
"20190101","경부선","진위","687.0","657.0","20190104"
"20190101","경부선","송탄","3133.0","3883.0","20190104"
"20190101","경부선","서정리","2741.0","3899.0","20190104"
"20190101","경부선","지제","1520.0","1470.0","20190104"
"20190101","경부선","평택","10109.0","11931.0","20190104"
"20190101","경부선","성환","2284.0","2971.0","20190104"
"20190101","경부선","직산","560.0","656.0","20190104"
"20190101","경부선","두정","3351.0","3791.0","20190104"
"20190101","경부선","천안","5838.0","5644.0","20190104"
"20190101","경부선","당정","2798.0","2831.0","20190104"
"20190101","경부선","서동탄","853.0","854.0","20190104"
"20190101","경부선","광명","2106.0","1120.0","20190104"
"20190101","경인선","개봉","11366.0","11785.0","20190104"
"20190101","경인선","오류동","7126.0","6603.0","20190104"
"20190101","경인선","역곡","13653.0","14049.0","20190104"
"20190101","경인선","부천","24321.0","24169.0","20190104"
"20190101","경인선","송내","13728.0","13603.0","20190104"
"20190101","경인선","부평","26675.0","26373.0","20190104"
"20190101","경인선","백운","4075.0","4130.0","20190104"
"20190101","경인선","동암","9795.0","10120.0","20190104"
"20190101","경인선","주안","12610.0","11736.0","20190104"
"20190101","경인선","제물포","4991.0","5047.0","20190104"
"20190101","경인선","동인천","9620.0","9301.0","20190104"
"20190101","경인선","인천","4037.0","3191.0","20190104"
"20190101","경인선","구일","2626.0","2747.0","20190104"
"20190101","경인선","소사","5991.0","5625.0","20190104"
"20190101","경인선","부개","4529.0","4461.0","20190104"
"20190101","경인선","간석","3092.0","3200.0","20190104"
"20190101","경인선","도원","1554.0","1683.0","20190104"
"20190101","경인선","온수(성공회대입구)","3375.0","3493.0","20190104"
"20190101","경인선","중동","4532.0","4354.0","20190104"
"20190101","경인선","도화","2147.0","2036.0","20190104"
"20190101","경원선","이촌(국립중앙박물관)","1794.0","1411.0","20190104"
"20190101","경원선","서빙고","985.0","931.0","20190104"
"20190101","경원선","한남","1854.0","1881.0","20190104"
"20190101","경원선","옥수","37.0","15.0","20190104"
"20190101","경원선","응봉","1038.0","998.0","20190104"
"20190101","경원선","왕십리(성동구청)","9343.0","10917.0","20190104"
"20190101","경원선","청량리(서울시립대입구)","12457.0","10701.0","20190104"
"20190101","경원선","외대앞","4926.0","5138.0","20190104"
"20190101","경원선","신이문","4433.0","4326.0","20190104"
"20190101","경원선","석계","4814.0","5617.0","20190104"
"20190101","경원선","광운대","3909.0","4242.0","20190104"
"20190101","경원선","월계","2739.0","2593.0","20190104"
"20190101","경원선","녹천","2325.0","2064.0","20190104"
"20190101","경원선","창동","1.0","0.0","20190104"
"20190101","경원선","방학","4948.0","4832.0","20190104"
"20190101","경원선","도봉","2948.0","2837.0","20190104"
"20190101","경원선","도봉산","6061.0","4147.0","20190104"
"20190101","경원선","망월사","3812.0","3928.0","20190104"
"20190101","경원선","회룡","5852.0","5907.0","20190104"
"20190101","경원선","의정부","13158.0","13688.0","20190104"
"20190101","경원선","가능","3650.0","3455.0","20190104"
"20190101","경원선","녹양","2576.0","2469.0","20190104"
"20190101","경원선","양주","4430.0","4531.0","20190104"
"20190101","경원선","덕계","921.0","944.0","20190104"
"20190101","경원선","덕정","3126.0","3527.0","20190104"
"20190101","경원선","지행","3983.0","4104.0","20190104"
